group,species,individual,number,trait,measure
Euglossini,Euglossa hansoni,M-1016,4350,intertegularDistance,3.5
Euglossini,Euglossa hansoni,M-1240,4170,intertegularDistance,3.2
Euglossini,Euglossa hansoni,M-1248,4358,intertegularDistance,3.3
Euglossini,Euglossa hansoni,M-1696,4450,intertegularDistance,3.1
Euglossini,Euglossa hansoni,M-1704,4174,intertegularDistance,3.2
Euglossini,Euglossa hansoni,M-1705,4178,intertegularDistance,3.4
Euglossini,Euglossa hansoni,M-1716,4182,intertegularDistance,3.4
Euglossini,Euglossa hansoni,M-1717,4186,intertegularDistance,3.3
Euglossini,Euglossa hansoni,M-1718,4190,intertegularDistance,3.4
Euglossini,Euglossa hansoni,M-1719,4194,intertegularDistance,3.4
Euglossini,Euglossa hansoni,M-C-2229,4362,intertegularDistance,3.3
Euglossini,Euglossa hansoni,B1118,171,proboscisLength,10.5
Euglossini,Euglossa hansoni,B1383,4051,proboscisLength,7.1
Euglossini,Euglossa hansoni,J-0109,5652,proboscisLength,11.11
Euglossini,Euglossa hansoni,J-0214,5459,proboscisLength,10.09
Euglossini,Euglossa hansoni,J-0955,6027,proboscisLength,14
Euglossini,Euglossa hansoni,J-1575,6057,proboscisLength,11.15
Euglossini,Euglossa hansoni,M-0110,3127,proboscisLength,9.1
Euglossini,Euglossa hansoni,M-0127,3175,proboscisLength,9.7
Euglossini,Euglossa hansoni,M-0171,4339,proboscisLength,6
Euglossini,Euglossa hansoni,M-0214,4431,proboscisLength,6.5
Euglossini,Euglossa hansoni,M-0225,4435,proboscisLength,6.6
Euglossini,Euglossa hansoni,M-0242,4439,proboscisLength,7
Euglossini,Euglossa hansoni,M-0550,3415,proboscisLength,9.2
Euglossini,Euglossa hansoni,M-0593,4347,proboscisLength,6.5
Euglossini,Euglossa hansoni,M-0594,4367,proboscisLength,7.2
Euglossini,Euglossa hansoni,M-1001,4103,proboscisLength,7.8
Euglossini,Euglossa hansoni,M-1012,4443,proboscisLength,6.1
Euglossini,Euglossa hansoni,M-1013,4447,proboscisLength,5.7
Euglossini,Euglossa hansoni,M-1014,4355,proboscisLength,6.4
Euglossini,Euglossa hansoni,M-1016,4351,proboscisLength,6.9
Euglossini,Euglossa hansoni,M-1240,4171,proboscisLength,7
Euglossini,Euglossa hansoni,M-1248,4359,proboscisLength,7.5
Euglossini,Euglossa hansoni,M-1704,4175,proboscisLength,7.1
Euglossini,Euglossa hansoni,M-1705,4179,proboscisLength,7.7
Euglossini,Euglossa hansoni,M-1716,4183,proboscisLength,7.7
Euglossini,Euglossa hansoni,M-1717,4187,proboscisLength,6.8
Euglossini,Euglossa hansoni,M-1718,4191,proboscisLength,6.8
Euglossini,Euglossa hansoni,M-1719,4195,proboscisLength,7.4
Euglossini,Euglossa hansoni,M-C-2229,4363,proboscisLength,5.9
Euglossini,Euglossa hansoni,B1118,172,wingLength,8.5
Euglossini,Euglossa hansoni,B1383,4049,wingLength,8
Euglossini,Euglossa hansoni,J-0109,5650,wingLength,7.92
Euglossini,Euglossa hansoni,J-0214,5457,wingLength,8.02
Euglossini,Euglossa hansoni,J-0214,5642,wingLength,8.22
Euglossini,Euglossa hansoni,J-0955,6025,wingLength,9.04
Euglossini,Euglossa hansoni,J-1575,6055,wingLength,7.33
Euglossini,Euglossa hansoni,M-0110,3125,wingLength,7.7
Euglossini,Euglossa hansoni,M-0127,3173,wingLength,7.9
Euglossini,Euglossa hansoni,M-0171,4337,wingLength,8.2
Euglossini,Euglossa hansoni,M-0214,4429,wingLength,7.3
Euglossini,Euglossa hansoni,M-0225,4433,wingLength,7.5
Euglossini,Euglossa hansoni,M-0242,4437,wingLength,7.6
Euglossini,Euglossa hansoni,M-0550,3413,wingLength,7.9
Euglossini,Euglossa hansoni,M-0593,4345,wingLength,7.6
Euglossini,Euglossa hansoni,M-0594,4365,wingLength,7.3
Euglossini,Euglossa hansoni,M-1001,4101,wingLength,8.2
Euglossini,Euglossa hansoni,M-1012,4441,wingLength,7.7
Euglossini,Euglossa hansoni,M-1013,4445,wingLength,7.5
Euglossini,Euglossa hansoni,M-1014,4353,wingLength,7.3
Euglossini,Euglossa hansoni,M-1016,4349,wingLength,7.3
Euglossini,Euglossa hansoni,M-1240,4169,wingLength,7.6
Euglossini,Euglossa hansoni,M-1248,4357,wingLength,7.6
Euglossini,Euglossa hansoni,M-1696,4449,wingLength,7.6
Euglossini,Euglossa hansoni,M-1704,4173,wingLength,7.6
Euglossini,Euglossa hansoni,M-1705,4177,wingLength,8
Euglossini,Euglossa hansoni,M-1716,4181,wingLength,7.5
Euglossini,Euglossa hansoni,M-1717,4185,wingLength,7.2
Euglossini,Euglossa hansoni,M-1718,4189,wingLength,7.9
Euglossini,Euglossa hansoni,M-1719,4193,wingLength,7.7
Euglossini,Euglossa hansoni,M-C-2229,4361,wingLength,7
Euglossini,Euglossa hansoni,J-0109,5651,wingWidth,2.45
Euglossini,Euglossa hansoni,J-0214,5458,wingWidth,2.29
Euglossini,Euglossa hansoni,J-0214,5643,wingWidth,2.23
Euglossini,Euglossa hansoni,J-0955,6026,wingWidth,2.7
Euglossini,Euglossa hansoni,J-1575,6056,wingWidth,2.53
Euglossini,Euglossa heterosticta,B1325,377,intertegularDistance,3
Euglossini,Euglossa heterosticta,B1325,4222,intertegularDistance,3.2
Euglossini,Euglossa heterosticta,B1326,381,intertegularDistance,3.2
Euglossini,Euglossa heterosticta,B1326,4226,intertegularDistance,3.3
Euglossini,Euglossa heterosticta,J-0350a,5979,intertegularDistance,3.01
Euglossini,Euglossa heterosticta,J-0388,6154,intertegularDistance,2.9
Euglossini,Euglossa heterosticta,J-0529,6134,intertegularDistance,2.78
Euglossini,Euglossa heterosticta,J-0786,6019,intertegularDistance,2.85
Euglossini,Euglossa heterosticta,J-1044,5939,intertegularDistance,2.5
Euglossini,Euglossa heterosticta,J-1098,6074,intertegularDistance,2.96
Euglossini,Euglossa heterosticta,J-1515,5924,intertegularDistance,2.31
Euglossini,Euglossa heterosticta,M-0089,3062,intertegularDistance,2.5
Euglossini,Euglossa heterosticta,M-0275,3286,intertegularDistance,3
Euglossini,Euglossa heterosticta,M-0547,3402,intertegularDistance,2.8
Euglossini,Euglossa heterosticta,M-0569,4150,intertegularDistance,3.3
Euglossini,Euglossa heterosticta,M-0957,3586,intertegularDistance,2.9
Euglossini,Euglossa heterosticta,M-0958,3590,intertegularDistance,2.6
Euglossini,Euglossa heterosticta,M-1124,4218,intertegularDistance,3.4
Euglossini,Euglossa heterosticta,M-1144,4214,intertegularDistance,3.2
Euglossini,Euglossa heterosticta,M-1589,4486,intertegularDistance,3.1
Euglossini,Euglossa heterosticta,M-C-1893,4490,intertegularDistance,3.1
Euglossini,Euglossa heterosticta,M-C-1942,4206,intertegularDistance,3.1
Euglossini,Euglossa heterosticta,M-C-2052,4210,intertegularDistance,3.3
Euglossini,Euglossa heterosticta,M-C-2053,4230,intertegularDistance,3.2
Euglossini,Euglossa heterosticta,M-C-2054,4234,intertegularDistance,3.2
Euglossini,Euglossa heterosticta,B1325,375,proboscisLength,9.9
Euglossini,Euglossa heterosticta,B1325,4223,proboscisLength,7
Euglossini,Euglossa heterosticta,B1326,379,proboscisLength,11.1
Euglossini,Euglossa heterosticta,B1326,4227,proboscisLength,7.4
Euglossini,Euglossa heterosticta,J-0350a,5982,proboscisLength,8.69
Euglossini,Euglossa heterosticta,J-0388,6157,proboscisLength,13.54
Euglossini,Euglossa heterosticta,J-0529,6137,proboscisLength,13.54
Euglossini,Euglossa heterosticta,J-0786,6022,proboscisLength,10.47
Euglossini,Euglossa heterosticta,J-1044,5942,proboscisLength,9.86
Euglossini,Euglossa heterosticta,J-1098,6077,proboscisLength,9.75
Euglossini,Euglossa heterosticta,J-1515,5927,proboscisLength,10.38
Euglossini,Euglossa heterosticta,M-0089,3063,proboscisLength,9.5
Euglossini,Euglossa heterosticta,M-0275,3287,proboscisLength,10.2
Euglossini,Euglossa heterosticta,M-0547,3403,proboscisLength,9.4
Euglossini,Euglossa heterosticta,M-0569,4151,proboscisLength,6.8
Euglossini,Euglossa heterosticta,M-0957,3587,proboscisLength,8.8
Euglossini,Euglossa heterosticta,M-0958,3591,proboscisLength,7.3
Euglossini,Euglossa heterosticta,M-1124,4219,proboscisLength,5.8
Euglossini,Euglossa heterosticta,M-1144,4215,proboscisLength,6.1
Euglossini,Euglossa heterosticta,M-1589,4487,proboscisLength,5
Euglossini,Euglossa heterosticta,M-C-1893,4491,proboscisLength,5.1
Euglossini,Euglossa heterosticta,M-C-1942,4207,proboscisLength,5.8
Euglossini,Euglossa heterosticta,M-C-2052,4211,proboscisLength,6.3
Euglossini,Euglossa heterosticta,M-C-2053,4231,proboscisLength,8.6
Euglossini,Euglossa heterosticta,M-C-2054,4235,proboscisLength,6.8
Euglossini,Euglossa heterosticta,B1325,376,wingLength,9
Euglossini,Euglossa heterosticta,B1325,4221,wingLength,7.6
Euglossini,Euglossa heterosticta,B1326,380,wingLength,8.1
Euglossini,Euglossa heterosticta,B1326,4225,wingLength,7.4
Euglossini,Euglossa heterosticta,J-0350a,5980,wingLength,7.82
Euglossini,Euglossa heterosticta,J-0388,6155,wingLength,6.83
Euglossini,Euglossa heterosticta,J-0529,6135,wingLength,7.72
Euglossini,Euglossa heterosticta,J-0786,6020,wingLength,7.55
Euglossini,Euglossa heterosticta,J-1044,5940,wingLength,7.65
Euglossini,Euglossa heterosticta,J-1515,5925,wingLength,7.47
Euglossini,Euglossa heterosticta,M-0089,3061,wingLength,7.4
Euglossini,Euglossa heterosticta,M-0275,3285,wingLength,7.8
Euglossini,Euglossa heterosticta,M-0547,3401,wingLength,6.8
Euglossini,Euglossa heterosticta,M-0569,4149,wingLength,6.8
Euglossini,Euglossa heterosticta,M-0957,3585,wingLength,7.7
Euglossini,Euglossa heterosticta,M-0958,3589,wingLength,6.9
Euglossini,Euglossa heterosticta,M-1124,4217,wingLength,7.7
Euglossini,Euglossa heterosticta,M-1144,4213,wingLength,6.6
Euglossini,Euglossa heterosticta,M-1589,4485,wingLength,6.9
Euglossini,Euglossa heterosticta,M-C-1893,4489,wingLength,7
Euglossini,Euglossa heterosticta,M-C-1942,4205,wingLength,7
Euglossini,Euglossa heterosticta,M-C-2052,4209,wingLength,7.1
Euglossini,Euglossa heterosticta,M-C-2053,4229,wingLength,7.1
Euglossini,Euglossa heterosticta,M-C-2054,4233,wingLength,7.5
Euglossini,Euglossa heterosticta,J-0072,5607,wingWidth,2.13
Euglossini,Euglossa heterosticta,J-0350a,5981,wingWidth,2.5
Euglossini,Euglossa heterosticta,J-0388,6156,wingWidth,2.15
Euglossini,Euglossa heterosticta,J-0529,6136,wingWidth,2.34
Euglossini,Euglossa heterosticta,J-0786,6021,wingWidth,2.34
Euglossini,Euglossa heterosticta,J-1044,5941,wingWidth,2.2
Euglossini,Euglossa heterosticta,J-1515,5926,wingWidth,2.21
Euglossini,Euglossa ignita,B1357,4250,intertegularDistance,3.3
Euglossini,Euglossa ignita,B1358,4254,intertegularDistance,3.7
Euglossini,Euglossa ignita,B1359,4258,intertegularDistance,3.6
Euglossini,Euglossa ignita,B1360,4262,intertegularDistance,3.4
Euglossini,Euglossa ignita,B1361,4266,intertegularDistance,3.4
Euglossini,Euglossa ignita,B1362,4270,intertegularDistance,3.6
Euglossini,Euglossa ignita,J-1048,6099,intertegularDistance,3.15
Euglossini,Euglossa ignita,M-0282,3294,intertegularDistance,2.9
Euglossini,Euglossa ignita,B1357,4251,proboscisLength,19.4
Euglossini,Euglossa ignita,B1358,4255,proboscisLength,19.5
Euglossini,Euglossa ignita,B1359,4259,proboscisLength,19.7
Euglossini,Euglossa ignita,B1360,4263,proboscisLength,20.7
Euglossini,Euglossa ignita,B1361,4267,proboscisLength,19.4
Euglossini,Euglossa ignita,B1362,4271,proboscisLength,19.9
Euglossini,Euglossa ignita,J-1048,6102,proboscisLength,21.83
Euglossini,Euglossa ignita,M-0282,3295,proboscisLength,13.1
Euglossini,Euglossa ignita,B1357,4249,wingLength,10.6
Euglossini,Euglossa ignita,B1358,4253,wingLength,10.8
Euglossini,Euglossa ignita,B1359,4257,wingLength,11.3
Euglossini,Euglossa ignita,B1360,4261,wingLength,10.8
Euglossini,Euglossa ignita,B1361,4265,wingLength,10.3
Euglossini,Euglossa ignita,B1362,4269,wingLength,10.9
Euglossini,Euglossa ignita,J-1048,6100,wingLength,9.74
Euglossini,Euglossa ignita,M-0282,3293,wingLength,7.8
Euglossini,Euglossa ignita,J-1048,6101,wingWidth,3.35
Euglossini,Euglossa ignita,J-1178,5816,wingWidth,3.09
Euglossini,Euglossa igniventris-dissimula gr,B1124,297,intertegularDistance,3.6
Euglossini,Euglossa igniventris-dissimula gr,J-0141,5670,intertegularDistance,2.96
Euglossini,Euglossa igniventris-dissimula gr,J-0142,5674,intertegularDistance,3.13
Euglossini,Euglossa igniventris-dissimula gr,J-0143,5678,intertegularDistance,2.98
Euglossini,Euglossa igniventris-dissimula gr,J-0437,6034,intertegularDistance,3
Euglossini,Euglossa igniventris-dissimula gr,J-0852,6119,intertegularDistance,2.77
Euglossini,Euglossa igniventris-dissimula gr,J-0853,6124,intertegularDistance,3.06
Euglossini,Euglossa igniventris-dissimula gr,J-1270,5964,intertegularDistance,2.98
Euglossini,Euglossa igniventris-dissimula gr,J-1429,5654,intertegularDistance,2.88
Euglossini,Euglossa igniventris-dissimula gr,J-1862,6069,intertegularDistance,2.86
Euglossini,Euglossa igniventris-dissimula gr,J-1901,5802,intertegularDistance,2.99
Euglossini,Euglossa igniventris-dissimula gr,J-1902,5806,intertegularDistance,2.52
Euglossini,Euglossa igniventris-dissimula gr,M-0092,3074,intertegularDistance,3.2
Euglossini,Euglossa igniventris-dissimula gr,M-0093,3078,intertegularDistance,3.4
Euglossini,Euglossa igniventris-dissimula gr,M-0094,3082,intertegularDistance,3.2
Euglossini,Euglossa igniventris-dissimula gr,M-0128,3178,intertegularDistance,3.1
Euglossini,Euglossa igniventris-dissimula gr,M-0129,3182,intertegularDistance,2.9
Euglossini,Euglossa igniventris-dissimula gr,M-0130,3186,intertegularDistance,3.2
Euglossini,Euglossa igniventris-dissimula gr,M-0152,4082,intertegularDistance,3.5
Euglossini,Euglossa igniventris-dissimula gr,M-0211,4086,intertegularDistance,2.9
Euglossini,Euglossa igniventris-dissimula gr,M-0213,4090,intertegularDistance,3.3
Euglossini,Euglossa igniventris-dissimula gr,M-0250,4342,intertegularDistance,3.4
Euglossini,Euglossa igniventris-dissimula gr,M-0251,4094,intertegularDistance,3.2
Euglossini,Euglossa igniventris-dissimula gr,M-0253,3278,intertegularDistance,3.2
Euglossini,Euglossa igniventris-dissimula gr,M-0307,3314,intertegularDistance,3.2
Euglossini,Euglossa igniventris-dissimula gr,M-0634,4098,intertegularDistance,3.4
Euglossini,Euglossa igniventris-dissimula gr,M-0882,3554,intertegularDistance,2.8
Euglossini,Euglossa igniventris-dissimula gr,M-0914,3562,intertegularDistance,2.9
Euglossini,Euglossa igniventris-dissimula gr,M-0915,3566,intertegularDistance,3
Euglossini,Euglossa igniventris-dissimula gr,M-1245,4106,intertegularDistance,3.5
Euglossini,Euglossa igniventris-dissimula gr,M-C-2134,4110,intertegularDistance,3.4
Euglossini,Euglossa igniventris-dissimula gr,M-C-2242,4114,intertegularDistance,3.3
Euglossini,Euglossa igniventris-dissimula gr,M-C-2356,4118,intertegularDistance,3.3
Euglossini,Euglossa igniventris-dissimula gr,B1124,295,proboscisLength,11.1
Euglossini,Euglossa igniventris-dissimula gr,J-0437,6037,proboscisLength,9.98
Euglossini,Euglossa igniventris-dissimula gr,J-0852,6122,proboscisLength,10.34
Euglossini,Euglossa igniventris-dissimula gr,J-0853,6127,proboscisLength,10.6
Euglossini,Euglossa igniventris-dissimula gr,J-1270,5967,proboscisLength,10.83
Euglossini,Euglossa igniventris-dissimula gr,J-1862,6072,proboscisLength,11.99
Euglossini,Euglossa igniventris-dissimula gr,M-0092,3075,proboscisLength,9.6
Euglossini,Euglossa igniventris-dissimula gr,M-0093,3079,proboscisLength,9.1
Euglossini,Euglossa igniventris-dissimula gr,M-0094,3083,proboscisLength,10
Euglossini,Euglossa igniventris-dissimula gr,M-0128,3179,proboscisLength,9.8
Euglossini,Euglossa igniventris-dissimula gr,M-0129,3183,proboscisLength,8.6
Euglossini,Euglossa igniventris-dissimula gr,M-0130,3187,proboscisLength,8.4
Euglossini,Euglossa igniventris-dissimula gr,M-0152,4083,proboscisLength,6.7
Euglossini,Euglossa igniventris-dissimula gr,M-0211,4087,proboscisLength,6
Euglossini,Euglossa igniventris-dissimula gr,M-0213,4091,proboscisLength,7.3
Euglossini,Euglossa igniventris-dissimula gr,M-0250,4343,proboscisLength,6.2
Euglossini,Euglossa igniventris-dissimula gr,M-0251,4095,proboscisLength,7.5
Euglossini,Euglossa igniventris-dissimula gr,M-0253,3279,proboscisLength,11
Euglossini,Euglossa igniventris-dissimula gr,M-0307,3315,proboscisLength,10.3
Euglossini,Euglossa igniventris-dissimula gr,M-0634,4099,proboscisLength,7.6
Euglossini,Euglossa igniventris-dissimula gr,M-0882,3555,proboscisLength,8.6
Euglossini,Euglossa igniventris-dissimula gr,M-0914,3563,proboscisLength,8.8
Euglossini,Euglossa igniventris-dissimula gr,M-0915,3567,proboscisLength,8.7
Euglossini,Euglossa igniventris-dissimula gr,M-1245,4107,proboscisLength,6.2
Euglossini,Euglossa igniventris-dissimula gr,M-C-2134,4111,proboscisLength,8
Euglossini,Euglossa igniventris-dissimula gr,M-C-2242,4115,proboscisLength,7.8
Euglossini,Euglossa igniventris-dissimula gr,M-C-2356,4119,proboscisLength,8
Euglossini,Euglossa igniventris-dissimula gr,B1124,296,wingLength,8.2
Euglossini,Euglossa igniventris-dissimula gr,J-0141,5671,wingLength,7.69
Euglossini,Euglossa igniventris-dissimula gr,J-0142,5675,wingLength,7.61
Euglossini,Euglossa igniventris-dissimula gr,J-0143,5679,wingLength,8.44
Euglossini,Euglossa igniventris-dissimula gr,J-0437,6035,wingLength,8.5
Euglossini,Euglossa igniventris-dissimula gr,J-0852,6120,wingLength,8.68
Euglossini,Euglossa igniventris-dissimula gr,J-0853,6125,wingLength,8.76
Euglossini,Euglossa igniventris-dissimula gr,J-1270,5965,wingLength,8.4
Euglossini,Euglossa igniventris-dissimula gr,J-1429,5655,wingLength,8.13
Euglossini,Euglossa igniventris-dissimula gr,J-1862,6070,wingLength,8.67
Euglossini,Euglossa igniventris-dissimula gr,J-1901,5803,wingLength,8.54
Euglossini,Euglossa igniventris-dissimula gr,J-1902,5807,wingLength,8.68
Euglossini,Euglossa igniventris-dissimula gr,M-0092,3073,wingLength,7.6
Euglossini,Euglossa igniventris-dissimula gr,M-0093,3077,wingLength,7.8
Euglossini,Euglossa igniventris-dissimula gr,M-0094,3081,wingLength,8.2
Euglossini,Euglossa igniventris-dissimula gr,M-0128,3177,wingLength,8.2
Euglossini,Euglossa igniventris-dissimula gr,M-0129,3181,wingLength,7
Euglossini,Euglossa igniventris-dissimula gr,M-0130,3185,wingLength,7.5
Euglossini,Euglossa igniventris-dissimula gr,M-0152,4081,wingLength,8.1
Euglossini,Euglossa igniventris-dissimula gr,M-0211,4085,wingLength,6.8
Euglossini,Euglossa igniventris-dissimula gr,M-0213,4089,wingLength,8
Euglossini,Euglossa igniventris-dissimula gr,M-0250,4341,wingLength,8
Euglossini,Euglossa igniventris-dissimula gr,M-0251,4093,wingLength,7.8
Euglossini,Euglossa igniventris-dissimula gr,M-0253,3277,wingLength,8.1
Euglossini,Euglossa igniventris-dissimula gr,M-0307,3313,wingLength,9
Euglossini,Euglossa igniventris-dissimula gr,M-0634,4097,wingLength,7.3
Euglossini,Euglossa igniventris-dissimula gr,M-0882,3553,wingLength,7.3
Euglossini,Euglossa igniventris-dissimula gr,M-0914,3561,wingLength,7.5
Euglossini,Euglossa igniventris-dissimula gr,M-0915,3565,wingLength,7.4
Euglossini,Euglossa igniventris-dissimula gr,M-1245,4105,wingLength,7.6
Euglossini,Euglossa igniventris-dissimula gr,M-C-2134,4109,wingLength,7.9
Euglossini,Euglossa igniventris-dissimula gr,M-C-2242,4113,wingLength,8
Euglossini,Euglossa igniventris-dissimula gr,M-C-2356,4117,wingLength,8.3
Euglossini,Euglossa igniventris-dissimula gr,J-0141,5672,wingWidth,2.45
Euglossini,Euglossa igniventris-dissimula gr,J-0142,5676,wingWidth,2.57
Euglossini,Euglossa igniventris-dissimula gr,J-0143,5680,wingWidth,2.49
Euglossini,Euglossa igniventris-dissimula gr,J-0242,5635,wingWidth,2.66
Euglossini,Euglossa igniventris-dissimula gr,J-0437,6036,wingWidth,2.43
Euglossini,Euglossa igniventris-dissimula gr,J-0852,6121,wingWidth,2.45
Euglossini,Euglossa igniventris-dissimula gr,J-0853,6126,wingWidth,2.28
Euglossini,Euglossa igniventris-dissimula gr,J-1270,5966,wingWidth,2.59
Euglossini,Euglossa igniventris-dissimula gr,J-1429,5656,wingWidth,2.39
Euglossini,Euglossa igniventris-dissimula gr,J-1862,6071,wingWidth,2.7
Euglossini,Euglossa igniventris-dissimula gr,J-1901,5804,wingWidth,2.36
Euglossini,Euglossa igniventris-dissimula gr,J-1902,5808,wingWidth,2.37
Euglossini,Euglossa imperialis,B1115,321,intertegularDistance,4
Euglossini,Euglossa imperialis,B1165,257,intertegularDistance,4.1
Euglossini,Euglossa imperialis,B1166,261,intertegularDistance,3.9
Euglossini,Euglossa imperialis,B1167,265,intertegularDistance,4.1
Euglossini,Euglossa imperialis,B1168,269,intertegularDistance,4
Euglossini,Euglossa imperialis,B1170,329,intertegularDistance,3.8
Euglossini,Euglossa imperialis,B1171,333,intertegularDistance,3.9
Euglossini,Euglossa imperialis,M-0016,2910,intertegularDistance,3.8
Euglossini,Euglossa imperialis,M-0017,2914,intertegularDistance,3.7
Euglossini,Euglossa imperialis,M-0018,2918,intertegularDistance,3.8
Euglossini,Euglossa imperialis,M-0080,3034,intertegularDistance,3.5
Euglossini,Euglossa imperialis,M-0549,3410,intertegularDistance,3.8
Euglossini,Euglossa imperialis,M-1095,3614,intertegularDistance,3.3
Euglossini,Euglossa imperialis,M-1583,3770,intertegularDistance,3.9
Euglossini,Euglossa imperialis,M-1585,3778,intertegularDistance,3.9
Euglossini,Euglossa imperialis,M-1586,3782,intertegularDistance,3.7
Euglossini,Euglossa imperialis,M-1587,3786,intertegularDistance,3.8
