Secuencia,Plot,Number,Code,Family,Genus,Species
3680,OG44,45,OG44-45,Rubiaceae,Palicourea,Palicourea_timbiquensis
3681,OG44,46,OG44-46,Malpighiaceae,Bunchosia,Bunchosia_cornifolia
3682,OG44,47,OG44-47,Arecaceae,Wettinia,Wettinia_quinaria
3683,OG44,48,OG44-48,Rubiaceae,Palicourea,Palicourea_timbiquensis
3684,OG44,49,OG44-49,Melastomataceae,Miconia,Miconia_cooperi
3685,OG44,50,OG44-50,Melastomataceae,Henriettella,Henriettella_lawrancei
3686,OG44,51,OG44-51,Rubiaceae,Palicourea,Palicourea_timbiquensis
3687,OG44,52,OG44-52,Moraceae,Brosimum,Brosimum_guianense
3688,OG44,53,OG44-53,Clusiaceae,Garcinia,Garcinia_madruno
3689,OG44,54,OG44-54,Rubiaceae,Palicourea,Palicourea_timbiquensis
3690,OG44,55,OG44-55,Rubiaceae,Palicourea,Palicourea_timbiquensis
3691,OG44,56,OG44-56,Rubiaceae,Palicourea,Palicourea_timbiquensis
3692,OG44,57,OG44-57,Moraceae,Sorocea,Sorocea_jaramilloi
3693,OG44,58,OG44-58,Rubiaceae,Palicourea,Palicourea_timbiquensis
3694,OG44,59,OG44-59,Cordiaceae,Hirtella,Hirtella_latifolia
3695,OG44,60,OG44-60,Lecythidaceae,Eschweilera,Eschweilera_integrifolia
3696,OG44,61,OG44-61,Rubiaceae,Palicourea,Palicourea_allenii
3697,OG44,62,OG44-62,Malpighiaceae,Bunchosia,Bunchosia_argentea
3698,OG44,63,OG44-63,Lecythidaceae,Lecythis,Lecythis_tuyrana
3699,OG44,64,OG44-64,Melastomataceae,Henriettella,Henriettella_lawrancei
3700,OG44,65,OG44-65,Rubiaceae,Palicourea,Palicourea_timbiquensis
3701,OG44,66,OG44-66,Rubiaceae,Palicourea,Palicourea_timbiquensis
3702,OG44,67,OG44-67,Rubiaceae,Palicourea,Palicourea_palenquensis
3703,OG44,68,OG44-68,Fabaceae,Inga,Inga_'guabillo_rojo'
3704,OG44,69,OG44-69,Malvaceae,Huberodendron,Huberodendron_patinoi
3705,OG44,70,OG44-70,Lauraceae,Nectandra,Nectandra_guadaripo
3706,OG44,71,OG44-71,Anacardiaceae,Tapirira,Tapirira_guianensis
3707,OG44,72,OG44-72,Fabaceae,Inga,Inga_ruiziana
3708,OG44,73,OG44-73,Rubiaceae,Palicourea,Palicourea_timbiquensis
3709,OG44,74,OG44-74,Sapotaceae,Pouteria,Pouteria_buenaventurensis
3710,OG44,75,OG44-75,NA,NA,NA
3711,OG44,76,OG44-76,Myrtaceae,Myrcia,Myrcia_fallax
3712,OG44,77,OG44-77,Sapotaceae,Pouteria,Pouteria_torta
3713,OG44,78,OG44-78,Burseraceae,Protium,Protium_colombianum
3714,OG44,79,OG44-79,Sapotaceae,Pouteria,Pouteria_torta
3715,OG44,80,OG44-80,Moraceae,Neucleopsis,Neucleopsis_naga
3716,OG44,81,OG44-81,Arecaceae,Wettinia,Wettinia_quinaria
3717,OG44,82,OG44-82,Rubiaceae,Palicourea,Palicourea_timbiquensis
3718,OG44,83,OG44-83,Rubiaceae,Palicourea,Palicourea_timbiquensis
3719,OG44,84,OG44-84,Lecythidaceae,Eschweilera,Eschweilera_integrifolia
3720,OG44,85,OG44-85,Myristicaceae,Otoba,Otoba_gracilipes
3721,OG44,86,OG44-86,Moraceae,Perebea,Perebea_xanthochyma
3722,OG44,87,OG44-87,Rubiaceae,Palicourea,Palicourea_timbiquensis
3723,OG44,88,OG44-88,Moraceae,Brosimum,Brosimum_guianense
3724,OG44,89,OG44-89,Myristicaceae,Otoba,Otoba_gracilipes
3725,OG44,90,OG44-90,Violaceae,Fusispermum,Fusispermum_minutiflorum
3726,OG44,91,OG44-91,Rubiaceae,Faramea,Faramea_eurycarpa
3727,OG44,92,OG44-92,Arecaceae,Wettinia,Wettinia_quinaria
3728,OG44,93,OG44-93,Lecythidaceae,Eschweilera,Eschweilera_integrifolia
3729,OG44,94,OG44-94,Myristicaceae,Otoba,Otoba_gracilipes
3730,OG44,95,OG44-95,Rubiaceae,Palicourea,Palicourea_timbiquensis
3731,OG44,96,OG44-96,Rubiaceae,Palicourea,Palicourea_timbiquensis
3732,OG44,97,OG44-97,Rubiaceae,Palicourea,Palicourea_timbiquensis
3733,OG44,98,OG44-98,Fabaceae,Inga,Inga_thibaudiana
3734,OG44,99,OG44-99,Annonaceae,Annona,Annona_squamosa
3735,OG44,100,OG44-100,Rubiaceae,Palicourea,Palicourea_timbiquensis
3736,OG44,101,OG44-101,Rubiaceae,Palicourea,Palicourea_timbiquensis
3737,OG44,102,OG44-102,Clusiaceae,Symphonia,Symphonia_globulifera
3738,OG44,103,OG44-103,Rubiaceae,Palicourea,Palicourea_timbiquensis
3739,OG44,104,OG44-104,Arecaceae,Wettinia,Wettinia_quinaria
3740,OG44,105,OG44-105,Rubiaceae,Palicourea,Palicourea_timbiquensis
3741,OG44,106,OG44-106,Chrysobalanaceae,Licania,Licania_celiae
3742,OG44,107,OG44-107,Rubiaceae,Palicourea,Palicourea_palenquensis
3743,OG44,108,OG44-108,Myristicaceae,Otoba,Otoba_gracilipes
3744,OG44,109,OG44-109,Myristicaceae,Otoba,Otoba_gracilipes
3745,OG44,110,OG44-110,Sapotaceae,Pouteria,Pouteria_trilocularis
3746,OG44,111,OG44-111,NA,NA,NA
3747,OG44,112,OG44-112,Fabaceae,Brownea,Brownea_coccinea
3748,OG44,113,OG44-113,Melastomataceae,Miconia,Miconia_laxivenula
3749,OG44,114,OG44-114,Fabaceae,Inga,Inga_lallensis
3750,OG44,115,OG44-115,Urticaceae,Cecropia,Cecropia_insignis
3751,OG44,116,OG44-116,Euphorbiaceae,Tetrorchidium,Tetrorchidium_andinum
3752,OG44,117,OG44-117,Fabaceae,Inga,Inga_multicaulis
3753,OG44,118,OG44-118,Myristicaceae,Osteophloeum,Osteophloeum_platyspermum
3754,OG44,119,OG44-119,Arecaceae,Prestoea,Prestoea_ensiformis
3755,OG44,120,OG44-120,Myristicaceae,Otoba,Otoba_novogranatensis
3756,OG44,121,OG44-121,Lecythidaceae,Gustavia,Gustavia_dodsonii
3757,OG44,122,OG44-122,Euphorbiaceae,Sapium,Sapium_glandulosum
3758,OG44,123,OG44-123,Cordiaceae,Cordia,Cordia_mexiana
3759,OG44,124,OG44-124,Malvaceae,Huberodendron,Huberodendron_patinoi
3760,OG44,125,OG44-125,Euphorbiaceae,Mabea,Mabea_occidentalis
3761,OG44,126,OG44-126,Arecaceae,Pholidostachys,Pholidostachys_dactyloides
3762,OG44,127,OG44-127,Rubiaceae,Palicourea,Palicourea_paratinctoria
3763,OG44,128,OG44-128,Rubiaceae,Palicourea,Palicourea_timbiquensis
3764,OG44,129,OG44-129,Rubiaceae,Palicourea,Palicourea_timbiquensis
3765,OG44,130,OG44-130,Meliaceae,Guarea,Guarea_bullata
3766,OG44,131,OG44-131,Fabaceae,Inga,Inga_ruiziana
3767,OG44,132,OG44-132,Rubiaceae,Palicourea,Palicourea_timbiquensis
3768,OG44,133,OG44-133,Arecaceae,Bactris,Bactris_setulosa
3769,OG44,134,OG44-134,Malvaceae,Phragmotheca,Phragmotheca_mammosa
3770,OG44,135,OG44-135,Fabaceae,Inga,Inga_manabiensis
3771,OG44,136,OG44-136,Fabaceae,Inga,Inga_hayesii
3772,OG44,137,OG44-137,Rubiaceae,Palicourea,Palicourea_paratinctoria
3773,OG44,138,OG44-138,Rubiaceae,Palicourea,Palicourea_timbiquensis
3774,OG44,139,OG44-139,Malvaceae,Apeiba,Apeiba_membranacea
3775,OG44,140,OG44-140,Rubiaceae,Palicourea,Palicourea_palenquensis
3776,OG44,141,OG44-141,Fabaceae,Inga,Inga_leptocarpa
3777,OG44,142,OG44-142,Lecythidaceae,Gustavia,Gustavia_longifolia
3778,OG44,143,OG44-143,Melastomataceae,Miconia,Miconia_laxivenula
3779,OG44,144,OG44-144,Rubiaceae,Palicourea,Palicourea_timbiquensis
3780,OG44,145,OG44-145,Arecaceae,Wettinia,Wettinia_quinaria
3781,OG44,146,OG44-146,Clusiaceae,Tovomita,Tovomita_nicaraguensis
3782,OG44,147,OG44-147,Burseraceae,Protium,Protium_colombianum
3783,OG44,148,OG44-148,Arecaceae,Wettinia,Wettinia_quinaria
3784,OG44,149,OG44-149,Burseraceae,Dacryodes,Dacryodes_cupularis
3785,OG44,150,OG44-150,Lecythidaceae,Eschweilera,Eschweilera_integrifolia
3786,OG44,151,OG44-151,Burseraceae,Dacryodes,Dacryodes_cupularis
3787,OG44,152,OG44-152,Staphyleaceae,Turpinia,Turpinia_occidentalis
3788,OG44,153,OG44-153,Burseraceae,Tetragastris,Tetragastris_OG44-153
3789,OG44,154,OG44-154,Arecaceae,Prestoea,Prestoea_ensiformis
3790,OG44,155,OG44-155,Elaeocarpaceae,Sloanea,Sloanea_pubescens
3791,OG44,156,OG44-156,Lecythidaceae,Eschweilera,Eschweilera_integrifolia
3792,OG44,157,OG44-157,Meliaceae,Carapa,Carapa_guianensis
3793,OG44,158,OG44-158,Lecythidaceae,Eschweilera,Eschweilera_integrifolia
3794,OG44,159,OG44-159,Sapotaceae,Pouteria,Pouteria_capacifolia
3795,OG44,160,OG44-160,Arecaceae,Wettinia,Wettinia_quinaria
3796,OG44,161,OG44-161,Myristicaceae,Otoba,Otoba_gracilipes
3797,OG44,162,OG44-162,Rubiaceae,Palicourea,Palicourea_timbiquensis
3798,OG44,163,OG44-163,Malvaceae,Matisia,Matisia_OG44-163
3799,OG44,164,OG44-164,Rubiaceae,Palicourea,Palicourea_timbiquensis
3800,OG44,165,OG44-165,Moraceae,Brosimum,Brosimum_alicastrum
3801,OG44,166,OG44-166,Simaroubaceae,Simarouba,Simarouba_amara
3802,OG44,167,OG44-167,Myristicaceae,Otoba,Otoba_novogranatensis
3803,OG44,168,OG44-168,Nyctaginaceae,Neea,Neea_divaricata
3804,OG44,169,OG44-169,Clusiaceae,Tovomita,Tovomita_nicaraguensis
3805,OG44,170,OG44-170,Sapotaceae,Chromolucuma,Chromolucuma_sp.1
3806,OG44,171,OG44-171,Rubiaceae,Palicourea,Palicourea_timbiquensis
3807,OG44,172,OG44-172,Melastomataceae,Miconia,Miconia_multiplicata
3808,OG44,173,OG44-173,Rubiaceae,Palicourea,Palicourea_timbiquensis
3809,OG44,174,OG44-174,Fabaceae,Inga,Inga_hayesii
3810,OG44,175,OG44-175,Rubiaceae,Palicourea,Palicourea_timbiquensis
3811,OG44,176,OG44-176,Lecythidaceae,Eschweilera,Eschweilera_integrifolia
3812,OG44,177,OG44-177,Moraceae,Naucleopsis,Naucleopsis_ulei
3813,OG44,178,OG44-178,Lauraceae,Nectandra,Nectandra_guadaripo
3814,OG44,179,OG44-179,Rubiaceae,Palicourea,Palicourea_timbiquensis
3815,OG44,180,OG44-180,Arecaceae,Wettinia,Wettinia_quinaria
3816,OG44,181,OG44-181,Myristicaceae,Osteophloeum,Osteophloeum_platyspermum
3817,OG44,182,OG44-182,Rubiaceae,Palicourea,Palicourea_timbiquensis
3818,OG44,183,OG44-183,Euphorbiaceae,Mabea,Mabea_occidentalis
3819,OG44,184,OG44-184,Myristicaceae,Otoba,Otoba_novogranatensis
3820,OG44,185,OG44-185,Rubiaceae,Palicourea,Palicourea_timbiquensis
3821,OG44,186,OG44-186,Meliaceae,Carapa,Carapa_guianensis
3822,OG44,187,OG44-187,Arecaceae,Wettinia,Wettinia_quinaria
3823,OG44,188,OG44-188,Rubiaceae,Palicourea,Palicourea_timbiquensis
3824,OG44,189,OG44-189,Myristicaceae,Otoba,Otoba_novogranatensis
3825,OG44,190,OG44-190,Malvaceae,Theobroma,Theobroma_chocoensis
3826,OG44,191,OG44-191,Euphorbiaceae,Mabea,Mabea_occidentalis
3827,OG44,192,OG44-192,Lecythidaceae,Eschweilera,Eschweilera_integrifolia
3828,OG44,193,OG44-193,Arecaceae,Iriartea,Iriartea_deltoidea
3829,OG44,194,OG44-194,Euphorbiaceae,Mabea,Mabea_occidentalis
3830,OG44,195,OG44-195,Urticaceae,Pourouma,Pourouma_guianensis
3831,OG44,196,OG44-196,Euphorbiaceae,Mabea,Mabea_occidentalis
3832,OG44,197,OG44-197,Arecaceae,Pholidostachys,Pholidostachys_dactyloides
3833,OG44,198,OG44-198,Anacardiaceae,Tapirira,Tapirira_guianensis
3834,OG44,199,OG44-199,Malvaceae,Huberodendron,Huberodendron_patinoi
3835,OG44,200,OG44-200,Myristicaceae,Otoba,Otoba_novogranatensis
3836,CR10,1,CR10-1,Salicaceae,Banara,Banara_guianensis
3837,CR10,2,CR10-2,Arecaceae,Iriartea,Iriartea_deltoidea
3838,CR10,3,CR10-3,Arecaceae,Wettinia,Wettinia_quinaria
3839,CR10,4,CR10-4,Polygonaceae,Coccoloba,Coccoloba_obovata
3840,CR10,5,CR10-5,NA,NA,NA
3841,CR10,6,CR10-6,Arecaceae,Prestoea,Prestoea_ensiformis
3842,CR10,7,CR10-7,Lamiaceae,Vitex,Vitex_cymosa
3843,CR10,8,CR10-8,Arecaceae,Wettinia,Wettinia_quinaria
3844,CR10,9,CR10-9,Arecaceae,Iriartea,Iriartea_deltoidea
3845,CR10,10,CR10-10,Urticaceae,Cecropia,Cecropia_insignis
3846,CR10,11,CR10-11,Melastomataceae,Miconia,Miconia_conocuatrecasii
3847,CR10,12,CR10-12,Lauraceae,Endlicheria,Endlicheria_sericea
3848,CR10,13,CR10-13,Urticaceae,Cecropia,Cecropia_insignis
3849,CR10,14,CR10-14,Cannabaceae,Trema,Trema_micrantha
3850,CR10,15,CR10-15,Salicaceae,Banara,Banara_guianensis
3851,CR10,16,CR10-16,Arecaceae,Iriartea,Iriartea_deltoidea
3852,CR10,17,CR10-17,Moraceae,Poulsenia,Poulsenia_armata
3853,CR10,18,CR10-18,Rubiaceae,Coffea,Coffea_arabica
3854,CR10,19,CR10-19,Moraceae,Poulsenia,Poulsenia_armata
3855,CR10,20,CR10-20,Moraceae,Poulsenia,Poulsenia_armata
3856,CR10,21,CR10-21,Moraceae,Naucleopsis,Naucleopsis_ulei
3857,CR10,22,CR10-22,Myristicaceae,Otoba,Otoba_novogranatensis
3858,CR10,23,CR10-23,Moraceae,Naucleopsis,Naucleopsis_ulei
3859,CR10,24,CR10-24,Burseraceae,Protium,Protium_colombianum
3860,CR10,25,CR10-25,Moraceae,Poulsenia,Poulsenia_armata
3861,CR10,26,CR10-26,Myristicaceae,Otoba,Otoba_novogranatensis
3862,CR10,27,CR10-27,Moraceae,Perebea,Perebea_xanthochyma
3863,CR10,28,CR10-28,Arecaceae,Iriartea,Iriartea_deltoidea
3864,CR10,29,CR10-29,Arecaceae,Iriartea,Iriartea_deltoidea
3865,CR10,30,CR10-30,Rubiaceae,Palicourea,Palicourea_palenquensis
3866,CR10,31,CR10-31,Arecaceae,Iriartea,Iriartea_deltoidea
3867,CR10,32,CR10-32,Urticaceae,Cecropia,Cecropia_insignis
3868,CR10,33,CR10-33,Arecaceae,Bactris,Bactris_setulosa
3869,CR10,34,CR10-34,Phyllanthaceae,Hieronyma,Hieronyma_alchorneoides
3870,CR10,35,CR10-35,Urticaceae,Cecropia,Cecropia_insignis
3871,CR10,36,CR10-36,Lauraceae,Pleurothyrium,Pleurothyrium_sp.1
3872,CR10,37,CR10-37,Arecaceae,Bactris,Bactris_setulosa
3873,CR10,38,CR10-38,NA,NA,NA
3874,CR10,39,CR10-39,NA,NA,NA
3875,CR10,40,CR10-40,Moraceae,Ficus,Ficus_maxima
3876,CR10,41,CR10-41,Arecaceae,Iriartea,Iriartea_deltoidea
3877,CR10,42,CR10-42,Urticaceae,Cecropia,Cecropia_insignis
3878,CR10,43,CR10-43,Urticaceae,Cecropia,Cecropia_insignis
3879,CR10,44,CR10-44,Lecythidaceae,Grias,Grias_peruviana
3880,CR10,45,CR10-45,Moraceae,Naucleopsis,Naucleopsis_naga
3881,CR10,46,CR10-46,Malvaceae,Theobroma,Theobroma_cacao
3882,CR10,47,CR10-47,Malvaceae,Theobroma,Theobroma_cacao
3883,CR10,48,CR10-48,Rubiaceae,Coffea,Coffea_arabica
3884,CR10,49,CR10-49,Lamiaceae,Vitex,Vitex_cymosa
3885,CR10,50,CR10-50,Malvaceae,Apeiba,Apeiba_membranacea
3886,CR10,51,CR10-51,Burseraceae,Protium,Protium_tenuifolium
3887,CR10,52,CR10-52,Arecaceae,Wettinia,Wettinia_quinaria
3888,CR10,53,CR10-53,Lamiaceae,Vitex,Vitex_cymosa
3889,CR10,54,CR10-54,Coardiaceae,Cordia,Cordia_bicolor
3890,CR10,55,CR10-55,Cyatheaceae,Cyathea,Cyathea_sp.1
3891,CR10,56,CR10-56,Meliaceae,Carapa,Carapa_guianensis
3892,CR10,57,CR10-57,Annonaceae,Annona,Annona_edulis
3893,CR10,58,CR10-58,Meliaceae,Carapa,Carapa_guianensis
3894,CR10,59,CR10-59,Myristicaceae,Otoba,Otoba_novogranatensis
3895,CR10,60,CR10-60,Salicaceae,Banara,Banara_guianensis
3896,CR10,61,CR10-61,Moraceae,Naucleopsis,Naucleopsis_naga
3897,CR10,62,CR10-62,Euphorbiaceae,Conceveiba,Conceveiba_martiana
3898,CR10,63,CR10-63,Urticaceae,Cecropia,Cecropia_insignis
3899,CR10,64,CR10-64,Salicaceae,Casearia,Casearia_mariquitensis
3900,CR10,65,CR10-65,Phyllanthaceae,Hieronyma,Hieronyma_alchorneoides
3901,CR10,66,CR10-66,Fabaceae,Inga,Inga_ruiziana
3902,CR10,67,CR10-67,Urticaceae,Cecropia,Cecropia_insignis
3903,CR10,68,CR10-68,Malvaceae,Apeiba,Apeiba_membranacea
3904,CR10,69,CR10-69,Lauraceae,Nectandra,Nectandra_acutifolia
3905,CR10,70,CR10-70,Urticaceae,Pourouma,Pourouma_guianensis
3906,CR10,71,CR10-71,Urticaceae,Cecropia,Cecropia_insignis
3907,CR10,72,CR10-72,Urticaceae,Cecropia,Cecropia_insignis
3908,CR10,73,CR10-73,Arecaceae,Bactris,Bactris_setulosa
3909,CR10,74,CR10-74,NA,NA,NA
3910,CR10,75,CR10-75,NA,NA,NA
3911,CR10,76,CR10-76,Burseraceae,Protium,Protium_colombianum
3912,CR10,77,CR10-77,Euphorbiaceae,Tetrorchidium,Tetrorchidium_andinum
3913,CR10,78,CR10-78,Euphorbiaceae,Tetrorchidium,Tetrorchidium_andinum
3914,CR10,79,CR10-79,Arecaceae,Wettinia,Wettinia_quinaria
3915,CR10,80,CR10-80,Myrtaceae,Myrcia,Myrcia_fallax
3916,CR10,81,CR10-81,Lauraceae,Pleurothyrium,Pleurothyrium_tomiwahlii
3917,CR10,82,CR10-82,Moraceae,Ficus,Ficus_maxima
3918,CR10,83,CR10-83,Fabaceae,Inga,Inga_jinicuil
3919,CR10,84,CR10-84,Burseraceae,Protium,Protium_tenuifolium
3920,CR10,85,CR10-85,Moraceae,Poulsenia,Poulsenia_armata
3921,CR10,86,CR10-86,Burseraceae,Protium,Protium_tenuifolium
3922,CR10,87,CR10-87,Lamiaceae,Vitex,Vitex_cymosa
3923,CR10,88,CR10-88,Malvaceae,Apeiba,Apeiba_membranacea
3924,CR10,89,CR10-89,Malvaceae,Apeiba,Apeiba_membranacea
3925,CR10,90,CR10-90,Melastomataceae,Miconia,Miconia_conocuatrecasii
3926,CR10,91,CR10-91,Malvaceae,Apeiba,Apeiba_membranacea
3927,CR10,92,CR10-92,Fabaceae,Hymenolobium,Hymenolobium_heterocarpum
3928,CR10,93,CR10-93,Malvaceae,Theobroma,Theobroma_cacao
3929,CR10,94,CR10-94,Malvaceae,Theobroma,Theobroma_cacao
3930,CR10,95,CR10-95,Malvaceae,Theobroma,Theobroma_cacao
3931,CR10,96,CR10-96,Malvaceae,Apeiba,Apeiba_membranacea
3932,CR10,97,CR10-97,Myristicaceae,Virola,Virola_pavonis
3933,CR10,98,CR10-98,Arecaceae,Bactris,Bactris_setulosa
3934,CR10,99,CR10-99,Lamiaceae,Vitex,Vitex_cymosa
3935,CR10,100,CR10-100,Staphyleaceae,Turpinia,Turpinia_occidentalis
3936,CR10,101,CR10-101,Malvaceae,Theobroma,Theobroma_cacao
3937,CR10,102,CR10-102,Malvaceae,Theobroma,Theobroma_cacao
3938,CR10,103,CR10-103,Malvaceae,Theobroma,Theobroma_cacao
3939,CR10,104,CR10-104,Moraceae,Poulsenia,Poulsenia_armata
3940,CR10,105,CR10-105,Moraceae,Ficus,Ficus_brevibracteata
3941,CR10,106,CR10-106,Urticaceae,Cecropia,Cecropia_insignis
3942,CR10,107,CR10-107,Urticaceae,Cecropia,Cecropia_insignis
3943,CR10,108,CR10-108,Myristicaceae,Otoba,Otoba_novogranatensis
3944,CR10,109,CR10-109,Arecaceae,Prestoea,Prestoea_ensiformis
3945,CR10,110,CR10-110,NA,NA,NA
3946,CR10,111,CR10-111,Malvaceae,Theobroma,Theobroma_cacao
3947,CR10,112,CR10-112,Lamiaceae,Vitex,Vitex_cymosa
3948,CR10,113,CR10-113,Arecaceae,Pholidostachys,Pholidostachys_dactyloides
3949,CR10,114,CR10-114,Myristicaceae,Virola,Virola_pavonis
3950,CR10,115,CR10-115,Arecaceae,Wettinia,Wettinia_quinaria
3951,CR10,116,CR10-116,Cannabaceae,Trema,Trema_micrantha
3952,CR10,117,CR10-117,Euphorbiaceae,Tetrorchidium,Tetrorchidium_andinum
3953,CR10,118,CR10-118,Sapotaceae,Pouteria,Pouteria_trilocularis
3954,CR10,119,CR10-119,Cyatheaceae,Cyathea,Cyathea_sp.1
3955,CR10,120,CR10-120,Salicaceae,Banara,Banara_guianensis
3956,CR10,121,CR10-121,Malvaceae,Matisia,Matisia_cordata
3957,CR10,122,CR10-122,Moraceae,Ficus,Ficus_tonduzii
3958,CR10,123,CR10-123,Arecaceae,Prestoea,Prestoea_ensiformis
3959,CR10,124,CR10-124,Salicaceae,Banara,Banara_guianensis
3960,CR10,125,CR10-125,Annonaceae,Annona,Annona_edulis
3961,CR10,126,CR10-126,Moraceae,Poulsenia,Poulsenia_armata
3962,CR10,127,CR10-127,Euphorbiaceae,Tetrorchidium,Tetrorchidium_andinum
3963,CR10,128,CR10-128,Melastomataceae,Miconia,Miconia_conocuatrecasii
3964,CR10,129,CR10-129,Melastomataceae,Miconia,Miconia_conocuatrecasii
3965,CR10,130,CR10-130,Urticaceae,Cecropia,Cecropia_insignis
3966,CR10,131,CR10-131,Urticaceae,Cecropia,Cecropia_insignis
3967,CR10,132,CR10-132,Arecaceae,Prestoea,Prestoea_ensiformis
3968,CR10,133,CR10-133,Myrtaceae,Myrcia,Myrcia_fallax
3969,CR10,134,CR10-134,Lamiaceae,Vitex,Vitex_cymosa
3970,CR10,135,CR10-135,Urticaceae,Cecropia,Cecropia_insignis
3971,CR10,136,CR10-136,Salicaceae,Banara,Banara_guianensis
3972,CR10,137,CR10-137,Urticaceae,Cecropia,Cecropia_insignis
3973,CR10,138,CR10-138,Malvaceae,Matisia,Matisia_giacomettoi
3974,CR10,139,CR10-139,Arecaceae,Bactris,Bactris_setulosa
3975,CR10,140,CR10-140,Malvaceae,Theobroma,Theobroma_cacao
3976,CR10,141,CR10-141,Salicaceae,Banara,Banara_guianensis
3977,CR10,142,CR10-142,Malvaceae,Theobroma,Theobroma_cacao
3978,CR10,143,CR10-143,Malvaceae,Theobroma,Theobroma_cacao
3979,CR10,144,CR10-144,Malvaceae,Theobroma,Theobroma_cacao
3980,CR10,145,CR10-145,Malvaceae,Apeiba,Apeiba_membranacea
3981,CR02,1,CR02-1,Malvaceae,Theobroma,Theobroma_cacao
3982,CR02,2,CR02-2,Cordiaceae,Cordia,Cordia_alliodora
3983,CR02,3,CR02-3,Malvaceae,Theobroma,Theobroma_cacao
3984,CR02,4,CR02-4,Urticaceae,Cecropia,Cecropia_hispidissima
3985,CR02,5,CR02-5,Malvaceae,Theobroma,Theobroma_cacao
3986,CR02,6,CR02-6,Malvaceae,Theobroma,Theobroma_cacao
3987,CR02,7,CR02-7,Asteraceae,Vernonanthura,Vernonanthura_patens
3988,CR02,8,CR02-8,Malvaceae,Apeiba,Apeiba_membranacea
3989,CR02,9,CR02-9,Malvaceae,Theobroma,Theobroma_cacao
3990,CR02,10,CR02-10,Malvaceae,Theobroma,Theobroma_cacao
3991,CR02,11,CR02-11,Urticaceae,Cecropia,Cecropia_hispidissima
3992,CR02,12,CR02-12,Salicaceae,Banara,Banara_guianensis
3993,CR02,13,CR02-13,Cordiaceae,Cordia,Cordia_alliodora
3994,CR02,14,CR02-14,Malvaceae,Theobroma,Theobroma_cacao
3995,CR02,15,CR02-15,Malvaceae,Theobroma,Theobroma_cacao
3996,CR02,16,CR02-16,Sapotaceae,Pouteria,Pouteria_capacifolia
3997,CR02,17,CR02-17,Malvaceae,Theobroma,Theobroma_cacao
3998,CR02,18,CR02-18,Asteraceae,Vernonanthura,Vernonanthura_patens
3999,CR02,19,CR02-19,Asteraceae,Vernonanthura,Vernonanthura_patens
4000,CR02,20,CR02-20,Cordiaceae,Cordia,Cordia_alliodora
4001,CR02,21,CR02-21,Malvaceae,Theobroma,Theobroma_cacao
4002,CR02,22,CR02-22,Urticaceae,Cecropia,Cecropia_insignis
4003,CR02,23,CR02-23,Lecythidaceae,Grias,Grias_colombiana
4004,CR02,24,CR02-24,Euphorbiaceae,Sapium,Sapium_glandulosum
4005,CR02,25,CR02-25,Malvaceae,Theobroma,Theobroma_cacao
4006,CR02,26,CR02-26,Malvaceae,Theobroma,Theobroma_cacao
4007,CR02,27,CR02-27,Arecaceae,Wettinia,Wettinia_quinaria
4008,CR02,28,CR02-28,Urticaceae,Cecropia,Cecropia_insignis
4009,CR02,29,CR02-29,Hypericaceae,Vismia,Vismia_baccifera
4010,CR02,30,CR02-30,Melastomataceae,Miconia,Miconia_conocuatrecasii
4011,CR02,31,CR02-31,Urticaceae,Cecropia,Cecropia_hispidissima
4012,CR02,32,CR02-32,Asteraceae,Vernonanthura,Vernonanthura_patens
4013,CR02,33,CR02-33,Cordiaceae,Cordia,Cordia_alliodora
4014,CR02,34,CR02-34,Urticaceae,Cecropia,Cecropia_hispidissima
4015,CR02,35,CR02-35,Malvaceae,Theobroma,Theobroma_cacao
4016,CR02,36,CR02-36,Asteraceae,Vernonanthura,Vernonanthura_patens
4017,CR02,37,CR02-37,Melastomataceae,Miconia,Miconia_centronioides
4018,CR02,38,CR02-38,Malvaceae,Theobroma,Theobroma_cacao
4019,CR02,39,CR02-39,Cordiaceae,Cordia,Cordia_alliodora
4020,CR02,40,CR02-40,Malvaceae,Theobroma,Theobroma_cacao
4021,CR02,41,CR02-41,Urticaceae,Cecropia,Cecropia_hispidissima
4022,CR02,42,CR02-42,Malvaceae,Theobroma,Theobroma_cacao
4023,CR02,43,CR02-43,Malvaceae,Theobroma,Theobroma_cacao
4024,CR02,44,CR02-44,Myristicaceae,Virola,Virola_reidii
4025,CR02,45,CR02-45,Malvaceae,Theobroma,Theobroma_cacao
4026,CR02,46,CR02-46,Malvaceae,Theobroma,Theobroma_cacao
4027,CR02,47,CR02-47,Malvaceae,Theobroma,Theobroma_cacao
4028,CR02,48,CR02-48,Malvaceae,Theobroma,Theobroma_cacao
4029,CR02,49,CR02-49,Rutaceae,Zanthoxylum,Zanthoxylum_riedelianum
4030,CR02,50,CR02-50,Malvaceae,Theobroma,Theobroma_cacao
4031,CR02,51,CR02-51,Malvaceae,Theobroma,Theobroma_cacao
4032,CR02,52,CR02-52,Malvaceae,Theobroma,Theobroma_cacao
4033,CR02,53,CR02-53,Malvaceae,Theobroma,Theobroma_cacao
4034,CR02,54,CR02-54,Malvaceae,Theobroma,Theobroma_cacao
4035,CR02,55,CR02-55,Malvaceae,Theobroma,Theobroma_cacao
