Plot,Number,Stem,Circumference,Height
CR10,75,B,30,2
CR10,75,C,27,3
CR10,76,,34.5,9.5
CR10,77,,66.3,12.8
CR10,77,A,62.2,11.9
CR10,77,B,50,10
CR10,78,,32.6,9.8
CR10,79,,49.2,14.5
CR10,80,,36.5,11.9
CR10,81,,25.6,9.8
CR10,82,,128.7,17.4
CR10,83,,26.4,8.1
CR10,84,,36.3,13.3
CR10,85,,49.2,10.7
CR10,86,,80,12.5
CR10,87,,25.3,6
CR10,88,,95.8,19.8
CR10,89,,63.1,13.9
CR10,90,,26.2,5.7
CR10,91,,109.8,16.4
CR10,92,,253.9,28.9
CR10,93,,48.1,2
CR10,93,A,47.9,2.8
CR10,93,B,25.2,6.5
CR10,94,,47.9,5
CR10,95,,66.7,9.8
CR10,96,,220.7,25.5
CR10,97,,29.1,8.8
CR10,98,,32.2,6.8
CR10,99,,38.6,8.9
CR10,100,,43.4,10.1
CR10,101,,60.3,6.5
CR10,102,,54.5,5.8
CR10,103,,39.3,5
CR10,103,A,32.1,3.6
CR10,104,,26.4,7.4
CR10,105,,40.2,7.9
CR10,106,,93.5,18.3
CR10,107,,160.1,22.5
CR10,108,,87.4,18.9
CR10,109,,28.1,6.7
CR10,110,,26.3,5
CR10,111,,30.1,3.3
CR10,112,,30.6,8.7
CR10,113,,30.1,5.9
CR10,114,,32.4,10.3
CR10,115,,47.5,12.5
CR10,116,,179.7,30.9
CR10,117,,108.1,15.8
CR10,118,,38.3,12.4
CR10,118,A,28.1,11.2
CR10,119,,35.6,5.1
CR10,120,,27.4,5.9
CR10,121,,37.1,10.5
CR10,122,,60.5,7.9
CR10,123,,25.4,9.8
CR10,124,,67.1,16.6
CR10,125,,29.3,9.6
CR10,126,,61.2,12.2
CR10,127,,58.5,12.3
CR10,128,,28.1,7.4
CR10,129,,27.2,8.1
CR10,130,,79.7,19
CR10,131,,38.1,5.4
CR10,131,A,29.2,10.7
CR10,132,,27.1,5.3
CR10,133,,41.4,11.9
CR10,134,,28.6,8.7
CR10,135,,108.7,15.7
CR10,136,,210.9,24.5
CR10,137,,102.3,18.9
CR10,138,,45.6,8.5
CR10,138,A,28.1,5.2
CR10,139,,27.4,12.2
CR10,139,A,26.1,11.1
CR10,140,,29.1,2
CR10,141,,44.6,14.5
CR10,142,,28.2,3.8
CR10,143,,50.1,5.3
CR10,144,,32,1.9
CR10,145,,26.2,11
CR11,1,,44.1,8.5
CR11,2,,29.3,7.1
CR11,3,,36,8.9
CR11,4,,193.4,28.3
CR11,5,,44.1,7.1
CR11,6,,42.3,12.6
CR11,7,,35.2,11.4
CR11,8,,55.5,12.1
CR11,9,,36.2,12
CR11,10,,28.2,6.9
CR11,11,,34.5,14.8
CR11,12,,51.4,11.7
CR11,13,,26.6,6.3
CR11,14,,25,6.2
CR11,15,,69.7,13.1
CR11,16,,42.3,7.9
CR11,17,,37.4,9.1
CR11,18,,47.2,13.9
CR11,19,,35.1,13.5
CR11,20,,46.3,15
CR11,21,,180.3,24.6
CR11,22,,31.2,9.2
CR11,23,,28,8.4
CR11,24,,80.3,19.5
CR11,25,,37,13.1
CR11,26,,29.4,11.9
CR11,27,,25.3,6.6
CR11,28,,33.5,10.4
CR11,29,,28.1,7.1
CR11,30,,32.2,7.3
CR11,31,,50.7,14.7
CR11,32,,33.1,13.2
CR11,33,,95.4,19.8
CR11,34,,48.1,13
CR11,35,,45.4,13.7
CR11,36,,45.3,12
CR11,37,,33.6,8.5
CR11,38,,28.1,9.1
CR11,39,,29.2,10.9
CR11,40,,31.3,6.3
CR11,41,,54,13.8
CR11,42,,43.4,12.7
CR11,43,,39.2,10.6
CR11,44,,39.3,11.3
CR11,45,,54.7,11.2
CR11,46,,25.3,3.9
CR11,47,,42.1,10.2
CR11,48,,40,12.4
CR11,49,,33.1,6.6
CR11,50,,41.2,12.7
CR11,51,,51.6,12.2
CR11,52,,32.5,12
CR11,53,,43.4,12.2
CR11,54,,35.3,12.1
CR11,55,,71.4,16.6
CR11,56,,55.2,11.9
CR11,57,,49.3,13.5
CR11,58,,48.4,10.8
CR11,59,,70,14
CR11,60,,45.9,13.7
CR11,61,,49.1,13.2
CR11,62,,32.3,5.1
CR11,63,,25.1,5.9
CR11,64,,46.6,12.6
CR11,65,,27,6
CR11,66,,74.1,6.9
CR11,67,,81.2,11.8
CR11,68,,28.2,8.6
CR11,69,,30,9.8
CR11,70,,33.2,8.9
CR11,71,,58.1,12.5
CR11,72,,59.2,12.3
CR11,73,,27.1,9
CR11,74,,27.6,7.7
CR11,75,,45.4,11.8
CR11,76,,42.1,11.8
CR11,77,,43.6,11.2
CR11,78,,27.6,2.9
CR11,79,,28.2,6.8
CR11,80,,68.2,15.3
CR11,81,,39.6,11.7
CR11,82,,49.6,10.4
CR11,83,,37.4,11.6
CR11,84,,47.4,12.2
CR11,85,,27.1,9.5
CR11,86,,27,9.9
CR11,87,,37.4,7.3
CR11,88,,59.2,17.6
CR11,89,,60.1,13.5
CR11,90,,25.3,11.5
CR11,91,,50.4,16.8
CR11,91,A,45.9,11.6
CR11,92,,110.3,20.4
CR11,93,,26.4,10.2
CR11,94,,26.5,8.5
CR11,95,,38.2,6.9
CR11,95,A,27.4,6.1
CR11,96,,40.5,5.8
CR11,97,,28,3.5
CR11,98,,39.2,8.1
CR11,99,,44.1,12.8
CR11,100,,117.2,1.6
CR11,100,A,80.1,19
CR11,101,,32,13.5
CR11,102,,68.2,17.3
CR11,103,,29.1,9.9
CR11,104,,27.3,7.1
CR11,105,,31,9.5
CR11,106,,30,8.7
CR11,107,,36.2,10
CR11,108,,32.4,9.8
CR11,109,,92.7,18.4
CR11,110,,70.4,16.3
CR11,111,,29.6,11.2
CR11,112,,48.1,14.7
CR11,113,,47,13.7
CR11,114,,38.1,12.1
CR11,115,,28.3,8.3
CR11,116,,31.6,12.8
CR11,117,,26.2,5
CR11,118,,54,15.4
CR11,119,,47.8,11.8
CR11,120,,27.2,6.5
CR11,121,,54.1,12.5
CR11,122,,32,9.3
CR11,123,,60,13
CR11,124,,51.4,13.1
CR11,125,,26.4,7.2
CR11,126,,65.3,13.8
CR11,127,,66.2,17.5
CR11,128,,43.4,14.9
CR11,129,,39.6,13.4
CR11,130,,27.3,8.6
CR11,131,,46.1,15.3
CR11,132,,42.2,14.8
CR11,133,,28.6,4.9
CR11,134,,29.1,10.2
CR11,135,,30.1,6.3
CR11,136,,51.2,13.8
CR11,137,,59.4,5.2
CR11,138,,66.2,14.9
CR11,139,,41.4,11.5
CR11,14,,33.1,10.3
CR11,141,,52.3,11
CR11,142,,33,11.8
CR11,143,,45.1,10.5
CR11,144,,37.3,12.4
CR11,145,,55.2,15.2
CR11,146,,47.5,14.4
CR11,147,,35.1,12.7
CR11,148,,103.9,19.9
CR11,149,,32.1,10.6
CR11,150,,49.2,17.8
CR11,151,,57,14
CR11,152,,45.2,53
CR11,153,,52,14.3
CR11,154,,39.1,11.8
CR11,155,,62.4,14.6
CR11,156,,49.3,11.4
CR11,157,,67.2,11.7
CR11,158,,51.4,14.9
CR11,159,,64.2,15.1
CR11,160,,26.4,7.2
CR11,161,,64.2,17.8
CR11,162,,88.1,18
CR11,163,,31.5,8.4
CR11,164,,42.6,13.5
CR11,165,,31.2,10.1
CR11,166,,35.4,11.3
CR11,167,,34,6.5
CR11,168,,199.6,21.4
CR11,169,,34,10.8
CR11,170,,37,8.1
CR11,171,,110.8,20.4
CR11,172,,45.2,13.2
CR11,173,,49,13.8
CR11,174,,61.2,14
CR11,175,,51.3,11.3
CR11,176,,26.4,8.6
CR12,1,,29.2,10.5
CR12,2,,33.1,12.3
CR12,3,,90.5,19.8
CR12,4,,31.4,11.7
CR12,4,A,32.1,11.9
CR12,5,,27.5,10.5
CR12,6,,36.1,12.4
CR12,7,,46.5,13.7
CR12,8,,34.5,11.9
CR12,9,,29.1,10.5
CR12,10,,61.4,16.1
CR12,11,,40,8.7
CR12,12,,35,11.2
CR12,12,A,26.2,9.3
CR12,13,,27.3,8.9
CR12,14,,44.5,14
CR12,15,,97.2,19.3
CR12,16,,75,18.9
CR12,17,,29,6.7
CR12,18,,35.2,7.9
CR12,19,,65.3,13.8
CR12,20,,28.2,7.5
CR12,21,,64.6,15.1
CR12,22,,36.9,12.5
CR12,23,,32.1,11.9
CR12,24,,31.4,12
CR12,25,,33.1,13.1
CR12,26,,90.5,19.9
CR12,26,A,56.1,15.1
CR12,26,B,45.6,12.2
CR12,27,,30.5,12.4
CR12,28,,61,14
CR12,29,,42.5,13.7
CR12,30,,69.3,17.2
CR12,31,,120,20.5
CR12,32,,40.2,12
CR12,33,,46.1,13.3
CR12,34,,63,16.1
CR12,35,,31,9.9
CR12,36,,87.5,18.7
CR12,37,,32.1,8.4
CR12,38,,33.4,10.9
CR12,39,,31,9
CR12,40,,51.5,15.1
CR12,41,,36.1,12.3
CR12,42,,30.5,11.7
CR12,43,,64.5,17
CR12,44,,112,22.1
CR12,45,,26,10.7
CR12,46,,34.5,11.9
CR12,46,A,30.1,9.8
CR12,47,,41,13.1
CR12,48,,41.3,13.9
CR12,48,A,30.5,11.2
CR12,49,,46,13.1
CR12,50,,25.5,9.4
CR12,51,,65.1,17.6
CR12,52,,26.4,6.7
CR12,53,,60.3,15.1
CR12,54,,80.5,17.4
CR12,55,,81.3,17.9
CR12,56,,112.3,18
CR12,57,,119.1,19.9
CR12,58,,64.5,17.3
CR12,59,,76,18.9
CR12,59,A,55,16.4
CR12,60,,53.3,14
CR12,61,,42,12.9
CR12,62,,109.5,22.8
CR12,63,,43,12.1
CR12,64,,31,11.7
CR12,65,,108.3,20.3
CR12,66,,80.2,8.5
CR12,67,,40.2,10.2
CR12,68,,39,4.9
CR12,68,A,34.1,3.5
CR12,68,B,32.6,4.1
CR12,69,,45.2,3.9
CR12,69,A,35.1,3.1
CR12,69,B,33.2,6.4
CR12,70,,26.1,6.5
CR12,71,,29.2,5.7
CR12,72,,28.7,10.3
CR12,73,,40.2,14.1
CR12,74,,36.2,11.9
CR12,75,,30.7,11.5
CR12,75,A,29.2,9.8
CR12,76,,36,4.9
CR12,76,A,32.2,4.2
CR12,77,,103.1,6.4
CR12,78,,34.3,5.1
CR12,78,A,29,4.7
CR12,79,,29.2,9.1
CR13,1,,36.2,4.6
CR13,2,,26.1,4.6
CR13,3,,37,4.5
CR13,3,A,26.2,4.8
CR13,4,,27.1,3.5
CR13,5,,41.2,5.3
CR13,5,A,33.1,3.2
CR13,5,B,27.2,2.7
CR13,6,,37.1,3.7
CR13,7,,25.3,4.6
CR13,8,,26.4,3.8
CR13,9,,25.6,2.5
CR13,10,,33.2,3.2
CR13,11,,80.3,13.2
CR13,12,,41.2,4.5
CR13,13,,70.3,4
CR13,14,,32.4,2.8
CR13,15,,47.1,4.1
CR13,16,,33.2,3
CR13,17,,33,3.1
CR13,17,A,28.1,2.8
CR13,18,,47.2,10.1
CR13,19,,48.1,4.8
CR13,20,,50.2,4.5
CR13,21,,35.3,4.8
CR13,22,,105,14.4
CR13,23,,27.1,3.1
CR13,24,,30.3,2
CR13,25,,63.2,12.3
CR13,26,,29.1,4.1
CR13,27,,80.1,11.4
CR13,28,,35.1,5.3
CR13,29,,40.3,5.1
CR13,29,A,41.1,5
CR13,29,B,32.5,6
CR13,30,,37.1,3.1
CR13,31,,44.2,3.8
CR13,32,,35.1,3.5
CR13,33,,31.6,5.1
CR13,34,,35.1,3.2
CR13,35,,35.2,3.3
CR13,36,,36.1,4.5
CR13,37,,51.3,4
CR13,38,,33.5,3.8
CR13,39,,53.2,9.5
CR13,40,,36.2,5.2
CR13,40,A,28.1,2.7
CR13,41,,25.5,6.2
CR13,42,,50.3,28.7
CR13,43,,41.3,4.7
CR13,44,,38.1,3.1
CR13,44,A,28,2
CR13,44,B,29.2,3.4
CR13,45,,32.1,3.5
CR13,46,,36.3,5.7
CR13,46,A,33.1,5.1
CR13,47,,97.2,15.9
CR13,48,,27.2,10.5
CR13,49,,75.3,12.8
CR13,50,,31,7.4
CR13,51,,34.3,9.8
CR13,51,A,27.2,7.9
CR13,52,,39.3,12.2
CR13,53,,61.3,10.3
CR13,54,,44.1,13.3
CR13,55,,62.3,9.2
CR13,56,,34.3,4.3
CR13,57,,61.1,12.9
CR13,58,,66.2,4.5
CR13,59,,39,3.5
CR13,60,,32.2,4.6
CR13,61,,77.1,15.6
CR13,62,,44.2,4.4
CR13,62,A,29.1,2
CR13,62,B,30,1.8
CR13,63,,35.1,4.1
CR13,63,A,34.2,4.1
CR13,64,,84.2,17.4
CR13,65,,27.3,3.8
CR13,66,,26.2,3
CR13,67,,27.1,3.5
CR13,68,,25.2,4.2
CR13,69,,28.5,5.3
CR13,70,,34.7,3.7
CR13,71,,26.4,4.9
CR13,72,,35.1,2.8
CR13,73,,25.3,4.2
CR13,74,,113.2,18.5
CR13,75,,28.1,4.4
CR13,75,A,27.4,3.8
CR13,76,,31.3,4.5
CR13,76,A,26.7,4.1
CR13,77,,37.3,5.1
CR13,78,,35.5,3.5
CR13,78,A,26.9,3.9
CR13,79,,48.2,5
CR13,79,A,36,3.2
CR13,79,B,30.1,4
CR13,80,,71.2,7.8
CR13,81,,57.1,5.8
CR13,81,A,52.2,5.1
CR13,82,,59.3,6.5
CR13,82,A,37.7,3.2
CR13,83,,38.5,3.8
CR13,83,A,36.1,2.9
CR13,84,,37.5,4.8
CR13,84,A,26.2,2.9
CR14,1,,73.5,19.8
CR14,2,,37.6,7.5
CR14,3,,118.5,24.3
CR14,4,,30.7,12.9
CR14,5,,158.6,23.4
CR14,6,,72.3,10.8
CR14,7,,50.5,17.1
CR14,8,,110.7,20.9
CR14,9,,103.9,21.4
CR14,10,,30,9.8
CR14,11,,33.9,10.5
CR14,12,,84.5,19.8
CR14,13,,78.2,17.9
CR14,14,,88.2,18.2
CR14,15,,84.4,21.7
CR14,16,,27.7,9.3
CR14,17,,50.1,13.9
CR14,18,,26.1,7.8
CR14,19,,54.6,15.3
CR14,20,,25.7,5.8
CR14,21,,32.1,8.7
CR14,22,,124.7,23.9
CR14,23,,34.5,13.7
CR14,24,,72.5,14.3
CR14,25,,56.2,17.5
CR14,26,,27.6,7.4
CR14,27,,27.2,11.2
CR14,28,,46.2,12.8
CR14,29,,103,20.1
CR14,30,,79.1,17.2
CR14,31,,32.7,14.4
CR14,32,,34.3,7.3
CR14,33,,26.7,6.7
CR14,34,,41.2,8.4
CR14,35,,28.6,7.6
CR14,36,,35.5,11.1
CR14,37,A,56.1,10.5
CR14,37,B,28.3,7.2
CR14,38,,36.5,9.9
CR14,39,,52.5,8.7
CR14,40,A,32.7,7.8
CR14,40,B,30.3,7.1
CR14,41,,25.7,6.5
CR14,42,,25.5,5.3
CR14,43,,40.2,6.7
CR14,44,,41.4,5.3
CR14,45,,31.5,10.5
CR14,46,,25.2,5.2
CR14,47,,33.5,11.4
CR14,48,,31.6,11.1
CR14,49,,73.1,19.3
CR14,50,,94.5,22.8
CR14,51,,220.5,30.1
CR14,52,,32.3,9.2
CR14,53,,57.5,16.2
CR14,54,,26.7,10.7
CR14,55,,46.9,16.5
CR14,56,,26.4,9.1
CR14,57,,31.7,11.3
CR14,58,,29.5,11.4
CR14,59,,74.8,15.7
CR14,60,,30.1,8.1
CR14,61,,56.2,13.9
CR14,62,,83.5,19.6
CR14,63,,52.8,14.2
CR14,64,,29.8,10.7
CR14,65,,33.5,8.9
CR14,66,,131.6,23.8
CR14,67,,44.4,12.9
CR14,68,,36.1,12.5
CR14,69,,56.3,15.4
CR14,70,,109.4,24.5
CR14,71,,26.2,7.8
CR14,72,,28.1,11.1
CR14,73,,70.9,17.9
CR14,74,,29.2,12.2
CR14,75,,26.7,8.5
CR14,76,,80.2,21.3
CR14,77,,25.6,11.1
CR14,78,,27.2,11.5
CR14,79,,39.3,12.8
CR14,80,,132.9,29.3
CR14,81,,106.3,25.1
CR14,82,,69.1,20.5
CR14,83,,98.5,22.7
CR14,84,,51.8,17.2
CR14,85,,43.9,12.5
CR14,86,,28.5,5.1
CR14,87,,77.5,16.4
CR14,88,,69.5,15.9
CR14,89,,25.8,8.2
CR14,90,,32.1,10.8
CR14,91,,33.4,11.7
CR14,92,,66.5,15.4
CR14,93,,103.8,7.9
CR14,94,,63.7,17.4
CR14,95,,28.1,8.3
CR14,96,,41.3,14.1
CR14,97,,41.9,11.8
CR14,98,,33.2,10.2
CR14,99,,116.5,28.8
CR14,100,,35,16
CR14,101,,67.7,20.8
CR14,102,,42.2,12.9
CR14,103,,61.2,18.2
CR14,104,,47.3,12.9
CR14,105,,103.5,25.4
CR14,106,,107.8,13.2
CR14,107,,77.6,20.4
CR14,108,,90.1,24.1
CR14,109,,61.5,19.4
CR14,110,,75.7,19.7
CR14,111,,51.4,14.1
CR14,112,,44.7,13.2
CR14,113,,107.6,23.4
CR14,114,,68.3,15.9
CR14,115,,28.7,9.5
CR14,116,,116.5,18.8
CR14,117,,59.3,17.2
CR14,118,,37.1,13.1
CR14,119,,37.7,14.4
CR14,120,,29.6,13.3
CR14,121,,25.4,9.5
CR14,122,,70.4,19.8
CR14,123,,98.7,25.1
CR14,124,,28.1,8.7
CR14,125,,80.5,21.1
CR14,126,,26.3,11.3
CR14,127,,45.2,15.5
CR14,128,,42.1,14.1
CR14,129,,30.7,4.7
CR14,130,,57.3,15.4
CR14,131,,30.3,12.2
CR14,132,,29.2,10
CR14,133,,113.5,24.1
CR14,134,,53.1,14.6
CR14,135,,25.9,10.9
CR14,136,,75.5,18.3
CR14,137,,131.7,27.1
CR14,138,,50.9,17.4
CR14,139,,25.3,10.5
CR14,140,,33.9,7.4
CR14,141,,30.8,2.1
CR14,142,,52.9,2.2
CR14,143,,60.4,16.9
CR14,144,,33.1,11.7
CR14,145,,25.8,2.7
CR14,146,,37.1,10.3
CR14,147,,39.6,11.9
CR14,148,,98.7,19.7
CR14,149,,199.8,30.9
CR14,150,,28,7.2
CR14,151,,46.1,14.5
CR14,152,,27.2,12.3
CR14,153,,92.4,27.9
CR14,154,,60.2,13.1
CR14,155,,29.6,6.3
CR14,156,,75.5,22.9
CR14,157,,107.1,24.4
CR14,158,,38.4,10.8
CR14,159,,58.3,5.5
CR14,160,,76.5,19.3
CR14,161,,25.5,10.4
CR14,162,,109.8,20.5
CR14,163,,94.4,10.4
CR14,164,,70.2,18.3
CR14,165,,38,13.2
CR14,166,,36.1,12.4
CR14,167,,25.2,9.1
CR14,168,,36.9,12.4
CR14,169,,41.1,13.5
CR14,170,,86.3,19.1
CR14,171,,104.5,20.7
CR14,172,,103,20
CR14,173,,61.5,18.4
CR14,174,,120.3,29.2
CR14,175,,47.6,14.9
CR14,176,,54.2,16.6
CR14,177,,42.5,6.7
CR14,178,,52.1,15.9
CR14,179,,121.9,29.1
CR14,180,,39.2,10.8
CR14,181,,41.3,12.9
CR14,182,,53.6,13.4
CR14,183,,45.3,6.7
CR14,184,,78.6,20.9
CR14,185,,99.4,23.4
CR14,186,,31.2,7.2
CR14,187,,25.4,6.9
CR14,188,,75.7,16.6
CR14,189,,26.8,9.8
CR14,190,,29.7,10.3
CR14,191,,30.2,11.5
CR14,192,,80.7,21.1
CR14,193,,83.2,22.4
CR14,194,,29.1,9.8
CR14,195,,39.6,7.5
CR14,196,,57.5,14.1
CR14,197,,30.6,12.7
CR14,198,,48.8,16.9
CR14,199,,45.5,14.1
CR14,200,,29.4,8.4
CR16,1,,33.5,2.9
CR16,2,,44.3,3.4
CR16,3,,42.7,13.1
CR16,4,,28.5,3.1
CR16,5,,28.4,4.9
CR16,6,,46.1,13.7
CR16,7,,40.7,12.5
CR16,8,,42.1,3.8
CR16,9,,51.3,7.5
CR16,10,,34.8,3
CR16,11,,43.6,8.7
CR16,12,,39,6.5
CR16,13,,143.7,18.2
CR16,14,,55.6,7.8
CR16,15,,48.1,7.4
CR16,16,,31.2,13.5
CR16,17,,54.1,8.9
CR16,18,,48.3,2.2
CR16,19,,48.4,11.4
CR16,20,,40.5,3.1
CR16,21,,29.4,6.2
CR16,22,,25.2,2.5
CR16,23,,33.6,13.2
CR16,24,,53.5,10.4
CR16,25,,25.8,5.9
CR16,26,,26.2,8.7
CR16,27,,41.3,7.3
CR16,28,,27.3,6.7
CR16,29,,27.5,8.9
CR16,30,,48.6,9.9
CR16,31,,27.7,7
CR16,32,,49.3,14.2
CR16,33,,31.3,4.8
CR16,34,,25.5,5.3
CR16,35,,32.3,5.9
CR16,36,,33.1,4.8
CR16,37,,48,13.5
CR16,38,,41.2,12.9
CR16,39,,43.1,4.7
CR16,40,,47.8,3.9
CR16,41,,37.2,4
CR16,42,,41.7,12.7
CR16,43,,50.1,14.4
CR16,44,,25.5,3.6
CR16,45,,35.7,3.2
CR16,46,,43.2,7
CR16,47,A,31.3,3.4
CR16,47,B,30.7,3.1
CR16,48,,32.3,10.2
CR16,49,,42.7,12.1
CR16,50,,38.1,6.9
CR16,51,,44.7,8.5
CR16,52,,26.7,4.8
CR16,53,,26.1,4.2
CR16,54,,30.5,10.5
CR16,55,,31.6,9.6
CR16,56,,38.3,5.4
CR16,57,,31.4,6.4
CR16,58,,34.3,3.9
CR16,59,,51.5,3.5
CR16,60,,49.4,12.9
CR16,61,,33.1,5.8
CR16,62,,51.4,7.5
CR16,63,,27.7,4.2
CR16,64,,29.9,7.3
CR16,65,,42.5,3.9
CR16,66,,41.3,2.5
CR16,67,,25.9,4.7
CR16,68,,29.6,4.9
CR16,69,,45.1,4.6
CR16,70,A,34.7,2.7
CR16,70,B,31.4,2.5
CR16,71,,180,19.7
CR16,72,,26.5,6.5
CR16,73,,27.6,3.6
CR16,74,,32.1,3.7
CR16,75,,39.2,4.5
CR16,76,,32.1,5
CR16,77,,45.1,8.9
CR16,78,,52.2,14.2
CR16,79,,27.1,10.3
CR16,80,,32.4,8.5
CR16,81,,33.1,11.6
CR16,82,,27.2,5.7
CR16,83,,33.1,6.1
CR16,84,,37.4,6.9
CR16,85,,29.9,8.3
CR16,86,,37.2,3.1
CR16,87,,36,6.7
CR16,88,,27.8,3
CR16,89,,43.2,3.8
CR16,90,A,47.6,13.3
CR16,90,B,43.4,12.5
CR16,91,,37.3,11.9
CR16,92,,26.1,2.8
CR16,93,,25.7,7.1
CR16,94,,43,13.6
CR16,95,,31.7,2.5
CR16,96,,53.1,11.3
CR16,97,,29.6,6.2
CR16,98,,36.3,9.4
CR16,99,,35.4,8.5
CR16,100,,39.9,3.9
CR16,101,,41.2,4.5
CR16,102,,42.3,12.7
CR16,103,,38.1,13.1
CR16,104,,44.4,13.7
CR16,105,,27.2,3.4
CR16,106,,36.1,5.8
CR16,107,,48.5,9.3
CR16,108,A,33.6,7.8
CR16,108,B,27.4,6.2
CR16,109,,33.3,12.7
CR16,110,,43.1,14.1
CR16,111,,33.4,3.3
CR16,112,,44.3,5.4
CR16,113,,28.1,9.8
CR16,114,A,28.4,3
CR16,114,B,27.5,2.5
CR16,115,,38.1,10.3
CR16,116,,29.4,5.1
CR16,117,,38.5,7.4
CR16,118,,38.3,2.9
CR16,119,,25.1,6.7
CR16,120,,43.2,3.6
CR17,1,,91.2,17.8
CR17,2,,50.1,18.2
CR17,3,,50.5,18.9
CR17,4,,30.5,8.8
CR17,5,,51.7,19.6
CR17,6,,27.1,7.5
CR17,7,,59.3,18.2
CR17,8,,52.7,14.9
CR17,9,,25.5,6.7
CR17,10,A,63.5,17.4
CR17,10,B,48.1,15.2
CR17,11,,54.3,17.8
CR17,12,,54.7,4.3
CR17,13,,53.2,17.5
CR17,14,,32.1,11.9
CR17,15,,42.5,13.4
CR17,16,,47.4,16.7
CR17,17,A,48.5,17.3
CR17,17,B,40.2,15.1
CR17,18,,31.7,10.5
CR17,19,A,47.2,14.2
CR17,19,B,36.1,12.1
CR17,20,,50.2,17.8
CR17,21,,47.5,14.3
CR17,22,,66.3,15.4
CR17,23,,27.5,5.9
CR17,24,,54.2,16.4
CR17,25,,42.7,11.3
CR17,26,,47.8,14.7
CR17,27,,48.5,15.1
CR17,28,,28.8,14.3
CR17,29,,68.1,13.7
CR17,30,,50.3,17.9
CR17,31,,45.6,10.7
CR17,32,,38.1,13.1
CR17,33,,29.5,4.5
CR17,34,,39.9,10.7
CR17,35,,32.1,5.1
CR17,36,,26.5,5.2
CR17,37,,29.7,6.3
CR17,38,,31.1,3.9
CR17,39,,65.8,15.3
CR17,40,,25.2,3.5
CR17,41,,53.7,17
CR17,42,,70.1,13.8
CR17,43,,72.5,17.8
CR17,44,,38,4.8
CR17,45,,113.7,23.9
CR17,46,,45.5,12.3
CR17,47,,59.4,19.4
CR17,48,,35,12.9
CR17,49,,116.2,24.6
CR17,50,,25.4,8.3
CR17,51,,46.5,11.2
CR17,52,,33.7,7.1
CR17,53,,34.4,10.8
CR17,54,,33.4,11.5
CR17,55,,26.2,8.7
CR17,56,,45,11.2
CR17,57,,29,6.7
CR17,58,,35,3.9
CR17,59,,58.2,15.9
CR17,60,,43.1,4.1
CR17,61,,30.1,6.1
CR17,62,,67,19.8
CR17,63,,39,14.4
CR17,64,,71.6,14.7
CR17,65,,30.8,6.1
CR17,66,,25.5,7.2
CR17,67,,116,24.1
CR17,68,,50.7,11.9
CR17,69,,26.5,6.4
CR17,70,A,56.6,11.5
CR17,70,B,41.2,10.4
CR17,71,,38.6,10.8
CR17,72,,43.2,16.3
CR17,73,,51.2,16.8
CR17,74,,84.2,20.4
CR17,75,,101.1,10.4
CR17,76,,62,17.2
CR17,77,,49,17.2
CR17,78,,36.8,7.1
CR17,79,,49.2,13.6
CR17,80,,30.5,12.3
CR17,81,,51.6,16.9
CR17,82,,31.5,12.4
CR17,83,,56.5,18.4
CR17,84,,50.5,16.2
CR17,85,,58.2,11.9
CR17,86,,33.4,9.8
CR17,87,,86,17.3
CR17,88,,41.3,6.9
CR17,89,,27,5.8
CR17,90,,31.5,5
CR17,91,,43.5,15.7
CR17,92,,53.5,18.2
CR17,93,,39.8,13
CR17,94,,25.9,8.2
CR17,95,,31.9,5.3
CR17,96,,44,14.5
CR17,97,,27.8,6.4
CR17,98,,49,6.7
CR17,99,,61.6,16.5
CR17,100,,45,8.7
CR17,101,,26.8,9.2
CR17,102,,49.4,16.2
CR17,103,,68,14.1
CR17,104,,100,19.4
CR17,105,,25.5,10.3
CR17,106,,25.8,9.5
CR17,107,,182,14.5
CR17,108,,31,7.1
CR17,109,,70.3,18
CR17,110,,29.8,12.9
CR17,111,,26,6.8
CR17,112,,25.5,6.4
CR17,113,,62,15.1
CR17,114,,25.5,4.2
CR17,115,,26.5,2.5
CR17,116,,45.5,12.8
CR17,117,,75,17.3
CR17,118,,40.5,14.7
CR17,119,,90.2,24.3
CR17,120,,46,12.2
CR17,121,,85.5,21.1
CR17,122,,26.1,8.1
CR17,123,,31.7,9.8
CR17,124,,70.8,22.3
CR17,125,,54.5,11.7
CR17,126,,29.9,8.7
CR17,127,,56,17.3
CR17,128,,47,18
CR17,129,,50,15.9
CR17,130,,63,15.9
CR17,131,,38.6,11.9
CR17,132,,42.5,13.5
CR17,133,,88,13.6
CR17,134,,42.8,12.6
CR17,135,,34.5,13.8
CR17,136,,27.8,9.4
CR17,137,,69,19.3
CR17,138,,30.4,5.4
CR17,139,,64.5,14.8
CR17,140,,81.5,15.9
CR17,141,,31.4,6.1
CR17,142,,55.5,16.5
CR17,143,,29,10.9
CR17,144,,26.5,4.5
CR17,145,,101.5,22.1
CR17,146,,72.4,14.1
CR18,1,,105.3,24.8
CR18,2,,44.5,13.7
CR18,3,,53.2,15
CR18,4,,26.1,8.9
CR18,5,,35.6,9.5
CR18,6,,33.1,5.1
CR18,7,,45.3,5.8
CR18,8,,35.7,6
CR18,9,,28.5,6.4
CR18,10,,29.3,8.7
CR18,11,,29.5,5.3
CR18,12,,28.2,2.2
