"Plot_ID","Species_name","RegTime","Treatment2","Treatment3"
"OG52","Prestoea_ensiformis",55,"old-growth forest","old-growth forest"
"OG45","Prestoea_ensiformis",55,"old-growth forest","old-growth forest"
"OG49","Prestoea_ensiformis",55,"old-growth forest","old-growth forest"
"OG49","Prestoea_ensiformis",55,"old-growth forest","old-growth forest"
"OG50","Prestoea_ensiformis",55,"old-growth forest","old-growth forest"
"OG42","Prestoea_ensiformis",55,"old-growth forest","old-growth forest"
"OG38","Prestoea_ensiformis",55,"old-growth forest","old-growth forest"
"OG42","Prestoea_ensiformis",55,"old-growth forest","old-growth forest"
"OG49","Prestoea_ensiformis",55,"old-growth forest","old-growth forest"
"OG42","Prestoea_ensiformis",55,"old-growth forest","old-growth forest"
"OG46","Prestoea_ensiformis",55,"old-growth forest","old-growth forest"
"OG48","Prestoea_ensiformis",55,"old-growth forest","old-growth forest"
"OG49","Prestoea_ensiformis",55,"old-growth forest","old-growth forest"
"OG49","Prestoea_ensiformis",55,"old-growth forest","old-growth forest"
"OG45","Prestoea_ensiformis",55,"old-growth forest","old-growth forest"
"OG49","Prestoea_ensiformis",55,"old-growth forest","old-growth forest"
"OG45","Prestoea_ensiformis",55,"old-growth forest","old-growth forest"
"OG42","Prestoea_ensiformis",55,"old-growth forest","old-growth forest"
"OG45","Prestoea_ensiformis",55,"old-growth forest","old-growth forest"
"OG50","Prestoea_ensiformis",55,"old-growth forest","old-growth forest"
"OG49","Prestoea_ensiformis",55,"old-growth forest","old-growth forest"
"OG49","Prestoea_ensiformis",55,"old-growth forest","old-growth forest"
"OG42","Prestoea_ensiformis",55,"old-growth forest","old-growth forest"
"OG52","Prestoea_ensiformis",55,"old-growth forest","old-growth forest"
"OG49","Prestoea_ensiformis",55,"old-growth forest","old-growth forest"
"OG42","Prestoea_ensiformis",55,"old-growth forest","old-growth forest"
"OG49","Prestoea_ensiformis",55,"old-growth forest","old-growth forest"
"OG38","Prestoea_ensiformis",55,"old-growth forest","old-growth forest"
"OG42","Prestoea_ensiformis",55,"old-growth forest","old-growth forest"
"OG50","Prestoea_ensiformis",55,"old-growth forest","old-growth forest"
"OG42","Prestoea_ensiformis",55,"old-growth forest","old-growth forest"
"OG42","Prestoea_ensiformis",55,"old-growth forest","old-growth forest"
"OG49","Prestoea_ensiformis",55,"old-growth forest","old-growth forest"
"OG42","Prestoea_ensiformis",55,"old-growth forest","old-growth forest"
"OG42","Prestoea_ensiformis",55,"old-growth forest","old-growth forest"
"CR10","Prestoea_ensiformis",24,"cacao regeneration late","regeneration late"
"CR10","Prestoea_ensiformis",24,"cacao regeneration late","regeneration late"
"CR11","Prestoea_ensiformis",23,"cacao regeneration late","regeneration late"
"CR14","Prestoea_ensiformis",38,"cacao regeneration late","regeneration late"
"CR11","Prestoea_ensiformis",23,"cacao regeneration late","regeneration late"
"CR11","Prestoea_ensiformis",23,"cacao regeneration late","regeneration late"
"PR34","Prestoea_ensiformis",38,"pasture regeneration late","regeneration late"
"PR31","Prestoea_ensiformis",16,"pasture regeneration late","regeneration late"
"CR18","Protium_altissimum",10,"cacao regeneration early","regeneration early"
"CR18","Protium_altissimum",10,"cacao regeneration early","regeneration early"
"OG46","Protium_sp1",55,"old-growth forest","old-growth forest"
"OG38","Protium_sp1",55,"old-growth forest","old-growth forest"
"OG45","Protium_sp1",55,"old-growth forest","old-growth forest"
"OG45","Protium_sp1",55,"old-growth forest","old-growth forest"
"OG51","Protium_sp1",55,"old-growth forest","old-growth forest"
"OG41","Protium_sp1",55,"old-growth forest","old-growth forest"
"OG46","Protium_sp1",55,"old-growth forest","old-growth forest"
"OG38","Protium_sp1",55,"old-growth forest","old-growth forest"
"CR06","Protium_sp1",33,"cacao regeneration late","regeneration late"
"PR34","Protium_sp1",38,"pasture regeneration late","regeneration late"
"PR34","Protium_sp1",38,"pasture regeneration late","regeneration late"
"PR34","Protium_sp1",38,"pasture regeneration late","regeneration late"
"CA63","Pseudolmedia_rigida",0,"active cacao","regeneration early"
"CA63","Pseudolmedia_rigida",0,"active cacao","regeneration early"
"CA63","Pseudolmedia_rigida",0,"active cacao","regeneration early"
"CA63","Pseudolmedia_rigida",0,"active cacao","regeneration early"
"CR06","Pseudolmedia_rigida",33,"cacao regeneration late","regeneration late"
"CR06","Pseudolmedia_rigida",33,"cacao regeneration late","regeneration late"
"CR06","Pseudolmedia_rigida",33,"cacao regeneration late","regeneration late"
"PR26","Pseudolmedia_rigida",28,"pasture regeneration late","regeneration late"
"CR02","Pseudolmedia_rigida",8,"cacao regeneration early","regeneration early"
"CR13","Pseudolmedia_rigida",1,"cacao regeneration early","regeneration early"
"CR02","Pseudolmedia_rigida",8,"cacao regeneration early","regeneration early"
"OG39","Psychotria",55,"old-growth forest","old-growth forest"
"OG46","Psychotria",55,"old-growth forest","old-growth forest"
"OG39","Psychotria",55,"old-growth forest","old-growth forest"
"OG39","Psychotria",55,"old-growth forest","old-growth forest"
"OG39","Psychotria",55,"old-growth forest","old-growth forest"
"OG38","Psychotria",55,"old-growth forest","old-growth forest"
"OG39","Psychotria",55,"old-growth forest","old-growth forest"
"OG39","Psychotria",55,"old-growth forest","old-growth forest"
"OG39","Psychotria",55,"old-growth forest","old-growth forest"
"OG39","Psychotria",55,"old-growth forest","old-growth forest"
"CR11","Psychotria",23,"cacao regeneration late","regeneration late"
"CR13","Psychotria",1,"cacao regeneration early","regeneration early"
"OG52","Pterocarpus_rohrii",55,"old-growth forest","old-growth forest"
"OG46","Quararibea_casasecae",55,"old-growth forest","old-growth forest"
"PR21","Sapium_laurifolium",36,"pasture regeneration late","regeneration late"
"OG43","Saurauia_sp",55,"old-growth forest","old-growth forest"
"OG28","Saurauia_sp",55,"old-growth forest","old-growth forest"
"OG28","Saurauia_sp",55,"old-growth forest","old-growth forest"
"CR09","Shrub_similar_to_Trema",6,"cacao regeneration early","regeneration early"
"OG49","Socratea_sp",55,"old-growth forest","old-growth forest"
"OG49","Socratea_sp",55,"old-growth forest","old-growth forest"
"OG49","Socratea_sp",55,"old-growth forest","old-growth forest"
"OG42","Solanaceae_sp1",55,"old-growth forest","old-growth forest"
"PR26","Solanaceae_sp1",28,"pasture regeneration late","regeneration late"
"PR22","Solanaceae_sp1",12,"pasture regeneration early","regeneration early"
"PR21","Sorocea_sarcocarpa",36,"pasture regeneration late","regeneration late"
"PR21","Sorocea_sarcocarpa",36,"pasture regeneration late","regeneration late"
"OG42","Swartzia_haughtii",55,"old-growth forest","old-growth forest"
"OG42","Swartzia_haughtii",55,"old-growth forest","old-growth forest"
"OG49","Symphonia_globulifera",55,"old-growth forest","old-growth forest"
"OG49","Symphonia_globulifera",55,"old-growth forest","old-growth forest"
"CR14","Tabernaemontana_amygdalifolia",38,"cacao regeneration late","regeneration late"
"CA63","Tapirira_guianensis",0,"active cacao","regeneration early"
"CA63","Tapirira_guianensis",0,"active cacao","regeneration early"
"CA63","Tapirira_guianensis",0,"active cacao","regeneration early"
"CA63","Tapirira_guianensis",0,"active cacao","regeneration early"
"CA63","Tapirira_guianensis",0,"active cacao","regeneration early"
"CA63","Tapirira_guianensis",0,"active cacao","regeneration early"
"CA63","Tapirira_guianensis",0,"active cacao","regeneration early"
"CA63","Tapirira_guianensis",0,"active cacao","regeneration early"
"CA63","Tapirira_guianensis",0,"active cacao","regeneration early"
"CA63","Tapirira_guianensis",0,"active cacao","regeneration early"
"OG50","Tapirira_guianensis",55,"old-growth forest","old-growth forest"
"OG52","Tapirira_guianensis",55,"old-growth forest","old-growth forest"
"OG41","Tapirira_guianensis",55,"old-growth forest","old-growth forest"
"OG52","Tapirira_guianensis",55,"old-growth forest","old-growth forest"
"OG50","Tapirira_guianensis",55,"old-growth forest","old-growth forest"
"PR26","Tapirira_guianensis",28,"pasture regeneration late","regeneration late"
"PR26","Tapirira_guianensis",28,"pasture regeneration late","regeneration late"
"PR26","Tapirira_guianensis",28,"pasture regeneration late","regeneration late"
"PR26","Tapirira_guianensis",28,"pasture regeneration late","regeneration late"
"PR26","Tapirira_guianensis",28,"pasture regeneration late","regeneration late"
"PR26","Tapirira_guianensis",28,"pasture regeneration late","regeneration late"
"PR26","Tapirira_guianensis",28,"pasture regeneration late","regeneration late"
"OG28","Tapirira_guianensis",55,"old-growth forest","old-growth forest"
"OG28","Tapirira_guianensis",55,"old-growth forest","old-growth forest"
"CA63","Theobroma_cacao",0,"active cacao","regeneration early"
"CA63","Theobroma_cacao",0,"active cacao","regeneration early"
"CR09","Theobroma_cacao",6,"cacao regeneration early","regeneration early"
"CR09","Theobroma_cacao",6,"cacao regeneration early","regeneration early"
"CR13","Theobroma_cacao",1,"cacao regeneration early","regeneration early"
"CR09","Theobroma_cacao",6,"cacao regeneration early","regeneration early"
"CR02","Theobroma_cacao",8,"cacao regeneration early","regeneration early"
"CR13","Theobroma_cacao",1,"cacao regeneration early","regeneration early"
"CR09","Theobroma_cacao",6,"cacao regeneration early","regeneration early"
"CR13","Theobroma_cacao",1,"cacao regeneration early","regeneration early"
"CR18","Theobroma_cacao",10,"cacao regeneration early","regeneration early"
"CR09","Theobroma_cacao",6,"cacao regeneration early","regeneration early"
"CR02","Theobroma_cacao",8,"cacao regeneration early","regeneration early"
"CR09","Theobroma_cacao",6,"cacao regeneration early","regeneration early"
"CR09","Trema_micrantha",6,"cacao regeneration early","regeneration early"
"PR26","Turpinia_occidentalis",28,"pasture regeneration late","regeneration late"
"PR26","Turpinia_occidentalis",28,"pasture regeneration late","regeneration late"
"PR26","Turpinia_occidentalis",28,"pasture regeneration late","regeneration late"
"PR26","Turpinia_occidentalis",28,"pasture regeneration late","regeneration late"
"PR26","Turpinia_occidentalis",28,"pasture regeneration late","regeneration late"
"PR26","Turpinia_occidentalis",28,"pasture regeneration late","regeneration late"
"PR26","Turpinia_occidentalis",28,"pasture regeneration late","regeneration late"
"OG39","Urticaceae",55,"old-growth forest","old-growth forest"
"OG51","Virola_pavonis",55,"old-growth forest","old-growth forest"
"CA63","Virola_sp1",0,"active cacao","regeneration early"
"CA63","Virola_sp1",0,"active cacao","regeneration early"
"OG39","virola_sp1",55,"old-growth forest","old-growth forest"
"OG39","Virola_sp1",55,"old-growth forest","old-growth forest"
"OG39","Virola_sp1",55,"old-growth forest","old-growth forest"
"OG38","Virola_sp1",55,"old-growth forest","old-growth forest"
"OG43","Virola_sp1",55,"old-growth forest","old-growth forest"
"OG39","Virola_sp1",55,"old-growth forest","old-growth forest"
"OG45","Virola_sp1",55,"old-growth forest","old-growth forest"
"OG43","Virola_sp1",55,"old-growth forest","old-growth forest"
"OG45","Virola_sp1",55,"old-growth forest","old-growth forest"
"OG39","Virola_sp1",55,"old-growth forest","old-growth forest"
"OG39","Virola_sp1",55,"old-growth forest","old-growth forest"
"OG50","Virola_sp1",55,"old-growth forest","old-growth forest"
"OG45","Virola_sp1",55,"old-growth forest","old-growth forest"
"OG45","Virola_sp1",55,"old-growth forest","old-growth forest"
"OG39","Virola_sp1",55,"old-growth forest","old-growth forest"
"OG45","Virola_sp1",55,"old-growth forest","old-growth forest"
"CR14","Virola_sp1",38,"cacao regeneration late","regeneration late"
"CR14","Virola_sp1",38,"cacao regeneration late","regeneration late"
"PR21","Virola_sp1",36,"pasture regeneration late","regeneration late"
"PR21","Virola_sp1",36,"pasture regeneration late","regeneration late"
"PR31","Virola_sp1",16,"pasture regeneration late","regeneration late"
"PR21","Virola_sp1",36,"pasture regeneration late","regeneration late"
"CR05","Virola_sp1",12,"cacao regeneration early","regeneration early"
"OG28","Virola_sp1",55,"old-growth forest","old-growth forest"
"CA63","Virola_sp2",0,"active cacao","regeneration early"
"OG42","Virola_sp2",55,"old-growth forest","old-growth forest"
"OG41","Virola_sp2",55,"old-growth forest","old-growth forest"
"OG41","Virola_sp2",55,"old-growth forest","old-growth forest"
"OG49","Virola_sp2",55,"old-growth forest","old-growth forest"
"OG38","Virola_sp2",55,"old-growth forest","old-growth forest"
"CR14","Virola_sp2",38,"cacao regeneration late","regeneration late"
"PR21","Virola_sp2",36,"pasture regeneration late","regeneration late"
"PR27","Virola_sp2",27,"pasture regeneration late","regeneration late"
"PR26","Virola_sp2",28,"pasture regeneration late","regeneration late"
"PR26","Virola_sp2",28,"pasture regeneration late","regeneration late"
"CR17","Virola_sp2",9,"cacao regeneration early","regeneration early"
"CR09","Virola_sp2",6,"cacao regeneration early","regeneration early"
"PR26","Vochysia_macrophylla",28,"pasture regeneration late","regeneration late"
"PR26","Vochysia_macrophylla",28,"pasture regeneration late","regeneration late"
"PR26","Vochysia_macrophylla",28,"pasture regeneration late","regeneration late"
"PR26","Vochysia_macrophylla",28,"pasture regeneration late","regeneration late"
"PR26","Vochysia_macrophylla",28,"pasture regeneration late","regeneration late"
"PR26","Vochysia_macrophylla",28,"pasture regeneration late","regeneration late"
"PR26","Vochysia_macrophylla",28,"pasture regeneration late","regeneration late"
"PR26","Vochysia_macrophylla",28,"pasture regeneration late","regeneration late"
"PR26","Vochysia_macrophylla",28,"pasture regeneration late","regeneration late"
"PR26","Vochysia_macrophylla",28,"pasture regeneration late","regeneration late"
"OG39","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG38","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG38","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG39","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG40","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG40","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG49","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG49","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG38","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG40","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG38","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG42","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG52","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG49","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG44","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG39","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG42","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG40","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG39","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG39","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG40","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG45","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG40","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG39","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG42","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG38","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG37","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG38","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG43","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG38","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG39","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG40","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG49","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG39","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG40","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG39","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG52","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG40","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG38","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG39","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG38","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG47","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG44","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG39","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG49","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG38","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG40","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG44","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG38","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG49","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG44","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG51","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG51","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG38","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG38","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG40","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG51","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG39","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG45","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG49","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG40","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG38","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG49","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG40","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG45","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG42","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG42","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG39","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG50","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG40","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG42","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG40","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG39","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG39","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG40","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG40","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG42","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG38","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG40","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG44","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG39","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG40","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG42","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG39","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG37","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG38","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG40","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG39","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG44","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG39","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG49","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG42","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG39","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG40","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG39","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG42","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG49","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG42","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG46","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG40","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG49","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG39","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG40","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG40","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG40","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG40","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG37","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG39","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG40","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG52","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG39","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG39","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG40","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG39","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG51","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG39","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG40","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG39","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG42","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG47","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG47","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG37","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG47","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG42","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG38","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG39","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG39","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG51","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG51","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG40","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG51","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG40","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG49","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG49","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG39","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG42","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG51","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG39","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG45","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG42","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG52","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG51","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG42","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG39","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG39","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG47","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG47","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG40","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG39","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG39","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG39","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG39","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG47","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG38","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG40","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG39","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG49","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG39","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG47","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG49","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG52","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG47","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG39","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG45","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG47","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG38","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG38","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG40","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG42","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG39","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG47","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG42","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG42","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG48","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG39","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG42","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG42","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG51","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG40","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG44","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG42","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG40","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG42","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG47","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"OG47","Wettinia_quinaria",55,"old-growth forest","old-growth forest"
"CR10","Wettinia_quinaria",24,"cacao regeneration late","regeneration late"
"CR04","Wettinia_quinaria",21,"cacao regeneration late","regeneration late"
"CR14","Wettinia_quinaria",38,"cacao regeneration late","regeneration late"
"CR04","Wettinia_quinaria",21,"cacao regeneration late","regeneration late"
"CR04","Wettinia_quinaria",21,"cacao regeneration late","regeneration late"
"CR04","Wettinia_quinaria",21,"cacao regeneration late","regeneration late"
"CR04","Wettinia_quinaria",21,"cacao regeneration late","regeneration late"
"CR04","Wettinia_quinaria",21,"cacao regeneration late","regeneration late"
"CR11","Wettinia_quinaria",23,"cacao regeneration late","regeneration late"
"CR14","Wettinia_quinaria",38,"cacao regeneration late","regeneration late"
"CR08","Wettinia_quinaria",27,"cacao regeneration late","regeneration late"
"CR04","Wettinia_quinaria",21,"cacao regeneration late","regeneration late"
"CR04","Wettinia_quinaria",21,"cacao regeneration late","regeneration late"
"CR04","Wettinia_quinaria",21,"cacao regeneration late","regeneration late"
"CR04","Wettinia_quinaria",21,"cacao regeneration late","regeneration late"
"CR10","Wettinia_quinaria",24,"cacao regeneration late","regeneration late"
"CR14","Wettinia_quinaria",38,"cacao regeneration late","regeneration late"
"CR04","Wettinia_quinaria",21,"cacao regeneration late","regeneration late"
"CR04","Wettinia_quinaria",21,"cacao regeneration late","regeneration late"
"CR10","Wettinia_quinaria",24,"cacao regeneration late","regeneration late"
"CR06","Wettinia_quinaria",33,"cacao regeneration late","regeneration late"
"CR10","Wettinia_quinaria",24,"cacao regeneration late","regeneration late"
"CR04","Wettinia_quinaria",21,"cacao regeneration late","regeneration late"
"CR11","Wettinia_quinaria",23,"cacao regeneration late","regeneration late"
"CR11","Wettinia_quinaria",23,"cacao regeneration late","regeneration late"
"CR04","Wettinia_quinaria",21,"cacao regeneration late","regeneration late"
"CR10","Wettinia_quinaria",24,"cacao regeneration late","regeneration late"
"CR08","Wettinia_quinaria",27,"cacao regeneration late","regeneration late"
"CR04","Wettinia_quinaria",21,"cacao regeneration late","regeneration late"
"CR11","Wettinia_quinaria",23,"cacao regeneration late","regeneration late"
"CR08","Wettinia_quinaria",27,"cacao regeneration late","regeneration late"
